[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	100	Lambda:	0	Minibatch size:	128	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	25	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	25	
Set up model	
Got params and grads	
Starting Validation accuracy	0.012654770575382	
L1 norm of params:	1075756.3334472	
Epoch 1 Validation accuracy:	0.22204266812333	
L1 norm of params:	1635366.4083332	
Epoch 2 Validation accuracy:	0.2198652585579	
L1 norm of params:	1767803.6831966	
Epoch 3 Validation accuracy:	0.18316794124788	
L1 norm of params:	1833504.4426397	
Epoch 4 Validation accuracy:	0.16071862102452	
L1 norm of params:	1885717.9979482	
Epoch 5 Validation accuracy:	0.22872663267783	
L1 norm of params:	1926457.6278821	
Epoch 6 Validation accuracy:	0.30585396941005	
L1 norm of params:	1964312.4838184	
Epoch 7 Validation accuracy:	0.24659352998301	
L1 norm of params:	1995830.3506971	
Epoch 8 Validation accuracy:	0.23836944646759	
L1 norm of params:	2022850.7469561	
Epoch 9 Validation accuracy:	0.25298919640689	
L1 norm of params:	2053666.5574432	
Epoch 10 Validation accuracy:	0.27290452779801	
L1 norm of params:	2079017.9797703	
Epoch 11 Validation accuracy:	0.28831330420005	
L1 norm of params:	2102860.8797088	
Epoch 12 Validation accuracy:	0.29146941005098	
L1 norm of params:	2138799.9514466	
Epoch 13 Validation accuracy:	0.34605638504491	
L1 norm of params:	2148143.4445633	
Epoch 14 Validation accuracy:	0.36577445982034	
L1 norm of params:	2176693.0212918	
Epoch 15 Validation accuracy:	0.30222748239864	
L1 norm of params:	2206485.8052348	
Epoch 16 Validation accuracy:	0.3280908594319	
L1 norm of params:	2222931.2361371	
Epoch 17 Validation accuracy:	0.30328963340617	
L1 norm of params:	2245176.4518168	
Epoch 18 Validation accuracy:	0.20822711823258	
L1 norm of params:	2270534.0035998	
Epoch 19 Validation accuracy:	0.33768815246419	
L1 norm of params:	2294309.5442046	
Epoch 20 Validation accuracy:	0.32792394998786	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	100	Lambda:	0	Minibatch size:	128	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	25	Embedding size:	50	
0.32792394998786	
