[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	10	Lambda:	0	Minibatch size:	128	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	25	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	25	
Set up model	
Got params and grads	
Starting Validation accuracy	0.02720623937849	
L1 norm of params:	1075759.9074621	
Epoch 1 Validation accuracy:	0.34474386987133	
L1 norm of params:	10837986.537049	
Epoch 2 Validation accuracy:	0.29812302743384	
L1 norm of params:	20150407.019709	
Epoch 3 Validation accuracy:	0.29646910657927	
L1 norm of params:	29390513.92595	
Epoch 4 Validation accuracy:	0.28089342073319	
L1 norm of params:	39857256.405428	
Epoch 5 Validation accuracy:	0.25187393784899	
L1 norm of params:	49719540.842998	
Epoch 6 Validation accuracy:	0.35801317067249	
L1 norm of params:	58956063.034035	
Epoch 7 Validation accuracy:	0.37915756251517	
L1 norm of params:	69667349.17952	
Epoch 8 Validation accuracy:	0.37047068463219	
L1 norm of params:	79927355.540031	
Epoch 9 Validation accuracy:	0.35415149308084	
L1 norm of params:	89696928.37427	
Epoch 10 Validation accuracy:	0.36795186938577	
L1 norm of params:	98759883.303194	
Epoch 11 Validation accuracy:	0.38076596261228	
L1 norm of params:	108220794.14874	
Epoch 12 Validation accuracy:	0.39844319009468	
L1 norm of params:	117547122.90969	
Epoch 13 Validation accuracy:	0.3866229667395	
L1 norm of params:	126607012.59657	
Epoch 14 Validation accuracy:	0.34502458120903	
L1 norm of params:	135400997.52726	
Epoch 15 Validation accuracy:	0.45643663510561	
L1 norm of params:	144743507.59612	
Epoch 16 Validation accuracy:	0.37038722991017	
L1 norm of params:	153458038.16324	
Epoch 17 Validation accuracy:	0.34469076232095	
L1 norm of params:	160705608.61274	
Epoch 18 Validation accuracy:	0.36541788055353	
L1 norm of params:	167985090.14767	
Epoch 19 Validation accuracy:	0.39130401796553	
L1 norm of params:	175817686.25826	
Epoch 20 Validation accuracy:	0.38165361738286	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	10	Lambda:	0	Minibatch size:	128	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	25	Embedding size:	50	
0.38165361738286	
