[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-400000/PTB_5.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	256	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	100	Embedding size:	50	
nclasses:	45	nsparsefeatures:	400002	ndensefeatures:	20	
Imported all data	
Making neural network model 2	
50	5	100	
Set up model	
Got params and grads	
Starting Validation accuracy	0.01170642146152	
L1 norm of params:	10085722.330209	
Epoch 1 Validation accuracy:	0.68747723962127	
L1 norm of params:	10217847.740374	
Epoch 2 Validation accuracy:	0.6783806749211	
L1 norm of params:	10268615.800772	
Epoch 3 Validation accuracy:	0.68253823743627	
L1 norm of params:	10309771.242975	
Epoch 4 Validation accuracy:	0.73226207817431	
L1 norm of params:	10342362.545316	
Epoch 5 Validation accuracy:	0.75037175285263	
L1 norm of params:	10375545.227602	
Epoch 6 Validation accuracy:	0.742762199563	
L1 norm of params:	10409221.64941	
Epoch 7 Validation accuracy:	0.75027312454479	
L1 norm of params:	10444518.512796	
Epoch 8 Validation accuracy:	0.75817856275795	
L1 norm of params:	10479089.235565	
Epoch 9 Validation accuracy:	0.73312697256616	
L1 norm of params:	10519450.039855	
Epoch 10 Validation accuracy:	0.69245417577082	
L1 norm of params:	10556955.669124	
Epoch 11 Validation accuracy:	0.74538722991017	
L1 norm of params:	10597837.14748	
