[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	10	Lambda:	0	Minibatch size:	2048	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	25	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	25	
Set up model	
Got params and grads	
Starting Validation accuracy	0.02779800922554	
L1 norm of params:	1075760.0839622	
Epoch 1 Validation accuracy:	0.40536234522942	
L1 norm of params:	1082699.1542633	
Epoch 2 Validation accuracy:	0.52557507890265	
L1 norm of params:	1083193.970027	
Epoch 3 Validation accuracy:	0.58979728089342	
L1 norm of params:	1083563.1225418	
Epoch 4 Validation accuracy:	0.5623634377276	
L1 norm of params:	1083826.8800447	
Epoch 5 Validation accuracy:	0.61787600145666	
L1 norm of params:	1084007.0768638	
Epoch 6 Validation accuracy:	0.64667546734644	
L1 norm of params:	1084178.7481784	
Epoch 7 Validation accuracy:	0.53281287933965	
L1 norm of params:	1084364.0552111	
Epoch 8 Validation accuracy:	0.6408715707696	
L1 norm of params:	1084543.8544945	
Epoch 9 Validation accuracy:	0.66135591162904	
L1 norm of params:	1084731.6074073	
Epoch 10 Validation accuracy:	0.70154315367808	
L1 norm of params:	1084782.3432007	
Epoch 11 Validation accuracy:	0.6753914785142	
L1 norm of params:	1084906.9965341	
Epoch 12 Validation accuracy:	0.66326019664967	
L1 norm of params:	1085023.0675047	
Epoch 13 Validation accuracy:	0.69980577810148	
L1 norm of params:	1085116.9566999	
Epoch 14 Validation accuracy:	0.69042850206361	
L1 norm of params:	1085216.8317323	
Epoch 15 Validation accuracy:	0.68206026948288	
L1 norm of params:	1085345.6417235	
Epoch 16 Validation accuracy:	0.66863164603059	
L1 norm of params:	1085453.689101	
Epoch 17 Validation accuracy:	0.70090586307356	
L1 norm of params:	1085499.4531082	
Epoch 18 Validation accuracy:	0.69344045884924	
L1 norm of params:	1085611.1313884	
Epoch 19 Validation accuracy:	0.72343863801894	
L1 norm of params:	1085698.96163	
Epoch 20 Validation accuracy:	0.67505007283321	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	10	Lambda:	0	Minibatch size:	2048	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	25	Embedding size:	50	
0.67505007283321	
