[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	256	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	300	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	300	
Set up model	
Got params and grads	
Starting Validation accuracy	0.0024505341102209	
L1 norm of params:	1078236.7448324	
Epoch 1 Validation accuracy:	0.56706724933236	
L1 norm of params:	4951167.0927689	
Epoch 2 Validation accuracy:	0.67642328235008	
L1 norm of params:	7197656.6320488	
Epoch 3 Validation accuracy:	0.65760803593105	
L1 norm of params:	9322119.9330966	
Epoch 4 Validation accuracy:	0.69117959456179	
L1 norm of params:	11173024.13062	
Epoch 5 Validation accuracy:	0.69015537751882	
L1 norm of params:	13028455.409472	
Epoch 6 Validation accuracy:	0.68414663753338	
L1 norm of params:	14752854.988872	
Epoch 7 Validation accuracy:	0.70410748968196	
L1 norm of params:	16362723.531869	
Epoch 8 Validation accuracy:	0.72632161932508	
L1 norm of params:	17964025.881544	
Epoch 9 Validation accuracy:	0.69139202476329	
L1 norm of params:	19542819.514261	
Epoch 10 Validation accuracy:	0.70776432386502	
L1 norm of params:	21188421.181535	
Epoch 11 Validation accuracy:	0.68375971109493	
L1 norm of params:	22731195.664363	
Epoch 12 Validation accuracy:	0.69468469288662	
L1 norm of params:	24475254.385885	
Epoch 13 Validation accuracy:	0.71273367322166	
L1 norm of params:	26113224.789758	
Epoch 14 Validation accuracy:	0.72683752124302	
L1 norm of params:	27662602.995648	
Epoch 15 Validation accuracy:	0.74503065064336	
L1 norm of params:	29151311.068638	
Epoch 16 Validation accuracy:	0.72586641175042	
L1 norm of params:	30536620.381297	
Epoch 17 Validation accuracy:	0.71673949987861	
L1 norm of params:	31843227.544484	
Epoch 18 Validation accuracy:	0.73981852391357	
L1 norm of params:	33212192.960025	
Epoch 19 Validation accuracy:	0.7490971716436	
L1 norm of params:	34419729.721949	
Epoch 20 Validation accuracy:	0.72420490410294	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	256	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	300	Embedding size:	50	
0.72420490410294	
