[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	128	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	25	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	25	
Set up model	
Got params and grads	
Starting Validation accuracy	0.041507344015538	
L1 norm of params:	1075757.3394245	
Epoch 1 Validation accuracy:	0.70495721048798	
L1 norm of params:	1134615.3906166	
Epoch 2 Validation accuracy:	0.72434146637533	
L1 norm of params:	1169300.2914137	
Epoch 3 Validation accuracy:	0.72198956057295	
L1 norm of params:	1197240.5415663	
Epoch 4 Validation accuracy:	0.71083697499393	
L1 norm of params:	1209240.7719363	
Epoch 5 Validation accuracy:	0.71085214857975	
L1 norm of params:	1218523.1857527	
Epoch 6 Validation accuracy:	0.71560906773489	
L1 norm of params:	1224825.3266852	
Epoch 7 Validation accuracy:	0.71398549405195	
L1 norm of params:	1234188.7709051	
Epoch 8 Validation accuracy:	0.70956998057781	
L1 norm of params:	1250445.533214	
Epoch 9 Validation accuracy:	0.72092740956543	
L1 norm of params:	1263564.8735999	
Epoch 10 Validation accuracy:	0.70894027676621	
L1 norm of params:	1277367.3674766	
Epoch 11 Validation accuracy:	0.71683812818645	
L1 norm of params:	1289511.6392952	
Epoch 12 Validation accuracy:	0.7191672736101	
L1 norm of params:	1300884.4648348	
Epoch 13 Validation accuracy:	0.70821953143967	
L1 norm of params:	1308630.2433863	
Epoch 14 Validation accuracy:	0.71215707696043	
L1 norm of params:	1321050.5871205	
Epoch 15 Validation accuracy:	0.71720988103909	
L1 norm of params:	1336606.9464051	
Epoch 16 Validation accuracy:	0.71675467346443	
L1 norm of params:	1353999.0707012	
Epoch 17 Validation accuracy:	0.72169367564943	
L1 norm of params:	1367647.004985	
Epoch 18 Validation accuracy:	0.71360615440641	
L1 norm of params:	1378808.3301087	
Epoch 19 Validation accuracy:	0.71695193008012	
L1 norm of params:	1387270.1109789	
Epoch 20 Validation accuracy:	0.70774156348628	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	128	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	25	Embedding size:	50	
0.70774156348628	
