[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-40000/PTB_5.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	128	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	50	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	20	
Imported all data	
Making neural network model 2	
50	5	50	
Set up model	
Got params and grads	
Starting Validation accuracy	0.011653313911143	
L1 norm of params:	1076122.454318	
Epoch 1 Validation accuracy:	0.67975388443797	
L1 norm of params:	1171111.3632583	
Epoch 2 Validation accuracy:	0.70422887836854	
L1 norm of params:	1224155.1254307	
Epoch 3 Validation accuracy:	0.72569950230639	
L1 norm of params:	1267081.0681887	
Epoch 4 Validation accuracy:	0.70224872541879	
L1 norm of params:	1304421.4984466	
Epoch 5 Validation accuracy:	0.70530620296188	
L1 norm of params:	1343395.064885	
Epoch 6 Validation accuracy:	0.70008648943918	
L1 norm of params:	1387801.316654	
Epoch 7 Validation accuracy:	0.67919246176256	
L1 norm of params:	1437812.600541	
Epoch 8 Validation accuracy:	0.71091284292304	
L1 norm of params:	1491501.8208957	
Epoch 9 Validation accuracy:	0.70833333333333	
L1 norm of params:	1546467.0521454	
Epoch 10 Validation accuracy:	0.71453174314154	
L1 norm of params:	1605199.9210107	
Epoch 11 Validation accuracy:	0.70934237679048	
L1 norm of params:	1666243.4644906	
Epoch 12 Validation accuracy:	0.65725904345715	
L1 norm of params:	1732259.0470843	
Epoch 13 Validation accuracy:	0.72072256615683	
L1 norm of params:	1799438.4479035	
Epoch 14 Validation accuracy:	0.70067067249332	
L1 norm of params:	1867817.3236186	
Epoch 15 Validation accuracy:	0.73680656712794	
L1 norm of params:	1941460.1346024	
Epoch 16 Validation accuracy:	0.67363892935178	
L1 norm of params:	2015408.4759344	
Epoch 17 Validation accuracy:	0.68484462248118	
L1 norm of params:	2090955.399334	
Epoch 18 Validation accuracy:	0.66533897790726	
L1 norm of params:	2170427.4827033	
Epoch 19 Validation accuracy:	0.67122632920612	
L1 norm of params:	2254754.6813578	
Epoch 20 Validation accuracy:	0.7058752124302	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-40000/PTB_5.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	128	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	50	Embedding size:	50	
0.7058752124302	
