[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	100	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	10	
Set up model	
Got params and grads	
Starting Validation accuracy	0.01785931051226	
L1 norm of params:	1075597.0654002	
Epoch 1 Validation accuracy:	0.21453932993445	
L1 norm of params:	1152116.5679613	
Epoch 2 Validation accuracy:	0.30249302015052	
L1 norm of params:	1165400.2970442	
Epoch 3 Validation accuracy:	0.25447620781743	
L1 norm of params:	1175484.9740227	
Epoch 4 Validation accuracy:	0.36489439184268	
L1 norm of params:	1182824.5679832	
Epoch 5 Validation accuracy:	0.45878095411508	
L1 norm of params:	1188682.9790393	
Epoch 6 Validation accuracy:	0.43594470745327	
L1 norm of params:	1191493.4973344	
Epoch 7 Validation accuracy:	0.37783746054868	
L1 norm of params:	1194758.0019534	
Epoch 8 Validation accuracy:	0.42127943675649	
L1 norm of params:	1199023.585961	
Epoch 9 Validation accuracy:	0.54088522699684	
L1 norm of params:	1202321.2406383	
Epoch 10 Validation accuracy:	0.44392601359553	
L1 norm of params:	1204775.6367082	
Epoch 11 Validation accuracy:	0.4798874119932	
L1 norm of params:	1207593.4629215	
Epoch 12 Validation accuracy:	0.51369416120418	
L1 norm of params:	1210136.7664424	
Epoch 13 Validation accuracy:	0.48993991260015	
L1 norm of params:	1213078.358047	
Epoch 14 Validation accuracy:	0.53080996601117	
L1 norm of params:	1214949.2856958	
Epoch 15 Validation accuracy:	0.56176408108764	
L1 norm of params:	1216917.4549428	
Epoch 16 Validation accuracy:	0.53064305656713	
L1 norm of params:	1218558.5341476	
Epoch 17 Validation accuracy:	0.58992625637291	
L1 norm of params:	1220083.5676462	
Epoch 18 Validation accuracy:	0.56829630978393	
L1 norm of params:	1222169.1587332	
Epoch 19 Validation accuracy:	0.47774793639233	
L1 norm of params:	1223317.5548969	
Epoch 20 Validation accuracy:	0.58397821073076	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	100	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
0.58397821073076	
