[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	2048	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	50	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	50	
Set up model	
Got params and grads	
Starting Validation accuracy	0.027987679048313	
L1 norm of params:	1076010.9604474	
Epoch 1 Validation accuracy:	0.72442492109735	
L1 norm of params:	1076237.4381819	
Epoch 2 Validation accuracy:	0.78594622481185	
L1 norm of params:	1076363.3927588	
Epoch 3 Validation accuracy:	0.81176408108764	
L1 norm of params:	1076450.1191989	
Epoch 4 Validation accuracy:	0.82562515173586	
L1 norm of params:	1076519.0775452	
Epoch 5 Validation accuracy:	0.83511622966739	
L1 norm of params:	1076576.2480394	
Epoch 6 Validation accuracy:	0.84461489439184	
L1 norm of params:	1076624.9711521	
Epoch 7 Validation accuracy:	0.85073743627094	
L1 norm of params:	1076667.5146997	
Epoch 8 Validation accuracy:	0.85618475358097	
L1 norm of params:	1076705.5119912	
Epoch 9 Validation accuracy:	0.86025886137412	
L1 norm of params:	1076739.7403647	
Epoch 10 Validation accuracy:	0.86390810876426	
L1 norm of params:	1076771.3159255	
Epoch 11 Validation accuracy:	0.8674132070891	
L1 norm of params:	1076800.6483197	
Epoch 12 Validation accuracy:	0.87070587521243	
L1 norm of params:	1076827.8233593	
Epoch 13 Validation accuracy:	0.87304260742899	
L1 norm of params:	1076853.2310241	
Epoch 14 Validation accuracy:	0.87638079630978	
L1 norm of params:	1076877.219231	
Epoch 15 Validation accuracy:	0.87860372663268	
L1 norm of params:	1076899.9355018	
Epoch 16 Validation accuracy:	0.88123634377276	
L1 norm of params:	1076921.4566694	
Epoch 17 Validation accuracy:	0.88297371934936	
L1 norm of params:	1076941.8845264	
Epoch 18 Validation accuracy:	0.88451383831027	
L1 norm of params:	1076961.2528958	
Epoch 19 Validation accuracy:	0.88615258557902	
L1 norm of params:	1076979.8497049	
Epoch 20 Validation accuracy:	0.88762442340374	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	2048	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	50	Embedding size:	50	
0.88762442340374	
