[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	300	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	300	
Set up model	
Got params and grads	
Starting Validation accuracy	0.031098264141782	
L1 norm of params:	1078239.5320347	
Epoch 1 Validation accuracy:	0.83148974265598	
L1 norm of params:	1079227.7298049	
Epoch 2 Validation accuracy:	0.85854424617626	
L1 norm of params:	1079581.6498912	
Epoch 3 Validation accuracy:	0.87838370963826	
L1 norm of params:	1079852.6523001	
Epoch 4 Validation accuracy:	0.89238892935178	
L1 norm of params:	1080081.9093652	
Epoch 5 Validation accuracy:	0.90316217528526	
L1 norm of params:	1080276.2464484	
Epoch 6 Validation accuracy:	0.911189002185	
L1 norm of params:	1080444.4011269	
Epoch 7 Validation accuracy:	0.91633284777859	
L1 norm of params:	1080592.7260452	
Epoch 8 Validation accuracy:	0.92094561786841	
L1 norm of params:	1080726.9627781	
Epoch 9 Validation accuracy:	0.92415483126973	
L1 norm of params:	1080849.7524647	
Epoch 10 Validation accuracy:	0.92715920126244	
L1 norm of params:	1080963.3897257	
Epoch 11 Validation accuracy:	0.92948075989318	
L1 norm of params:	1081068.3385295	
Epoch 12 Validation accuracy:	0.93119537509104	
L1 norm of params:	1081166.5754928	
Epoch 13 Validation accuracy:	0.93316035445496	
L1 norm of params:	1081258.5301927	
Epoch 14 Validation accuracy:	0.93451080359311	
L1 norm of params:	1081345.3749782	
Epoch 15 Validation accuracy:	0.93601298858946	
L1 norm of params:	1081427.8418433	
Epoch 16 Validation accuracy:	0.93735585093469	
L1 norm of params:	1081506.837107	
Epoch 17 Validation accuracy:	0.93843317552804	
L1 norm of params:	1081582.0223022	
Epoch 18 Validation accuracy:	0.93935117747026	
L1 norm of params:	1081654.5073381	
Epoch 19 Validation accuracy:	0.94005674921097	
L1 norm of params:	1081724.131778	
Epoch 20 Validation accuracy:	0.94084577567371	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	300	Embedding size:	50	
0.94084577567371	
