[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	2000	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.016690944403982	
L1 norm of params:	1436831.6704533	
Epoch 1 Validation accuracy:	0.664254066521	
L1 norm of params:	1814820.1914913	
Epoch 2 Validation accuracy:	0.6720457028405	
L1 norm of params:	2053471.4078592	
Epoch 3 Validation accuracy:	0.67352512745812	
L1 norm of params:	2248355.4865212	
Epoch 4 Validation accuracy:	0.67276644816703	
L1 norm of params:	2424298.0860791	
Epoch 5 Validation accuracy:	0.67326717649915	
L1 norm of params:	2587008.7699805	
Epoch 6 Validation accuracy:	0.67385135955329	
L1 norm of params:	2740641.8058651	
Epoch 7 Validation accuracy:	0.67394240106822	
L1 norm of params:	2888490.4138571	
Epoch 8 Validation accuracy:	0.67311544064093	
L1 norm of params:	3031372.4397707	
Epoch 9 Validation accuracy:	0.67395757465404	
L1 norm of params:	3169867.5513734	
Epoch 10 Validation accuracy:	0.67396516144695	
L1 norm of params:	3303566.9596598	
Epoch 11 Validation accuracy:	0.67396516144695	
L1 norm of params:	3433932.6997361	
Epoch 12 Validation accuracy:	0.67325958970624	
L1 norm of params:	3561516.0004014	
Epoch 13 Validation accuracy:	0.67397274823986	
L1 norm of params:	3686995.009077	
Epoch 14 Validation accuracy:	0.67406378975479	
L1 norm of params:	3809648.5643321	
Epoch 15 Validation accuracy:	0.67436726147123	
L1 norm of params:	3930409.9145947	
Epoch 16 Validation accuracy:	0.67360858218014	
L1 norm of params:	4049396.8855036	
Epoch 17 Validation accuracy:	0.67386653313911	
L1 norm of params:	4166234.9926881	
Epoch 18 Validation accuracy:	0.67324441612042	
L1 norm of params:	4281444.7353993	
Epoch 19 Validation accuracy:	0.67396516144695	
L1 norm of params:	4395197.5245285	
Epoch 20 Validation accuracy:	0.67283472930323	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	2000	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
0.67283472930323	
