[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.01	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	25	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	25	
Set up model	
Got params and grads	
Starting Validation accuracy	0.013936938577325	
L1 norm of params:	1075758.1703347	
Epoch 1 Validation accuracy:	0.94170308327264	
L1 norm of params:	1079189.6758466	
Epoch 2 Validation accuracy:	0.94596686088857	
L1 norm of params:	1080359.8242081	
Epoch 3 Validation accuracy:	0.94821255159019	
L1 norm of params:	1082098.2730159	
Epoch 4 Validation accuracy:	0.94934298373392	
L1 norm of params:	1083596.5482554	
Epoch 5 Validation accuracy:	0.94933539694101	
L1 norm of params:	1084892.1034009	
Epoch 6 Validation accuracy:	0.94894088370964	
L1 norm of params:	1086322.557304	
Epoch 7 Validation accuracy:	0.94943402524885	
L1 norm of params:	1087780.4460469	
Epoch 8 Validation accuracy:	0.95026857246905	
L1 norm of params:	1089142.4246583	
Epoch 9 Validation accuracy:	0.95094379703812	
L1 norm of params:	1090528.9267857	
Epoch 10 Validation accuracy:	0.9508603423161	
L1 norm of params:	1091858.9350481	
Epoch 11 Validation accuracy:	0.95127002913328	
L1 norm of params:	1092939.057974	
Epoch 12 Validation accuracy:	0.95171006312212	
L1 norm of params:	1093979.019381	
Epoch 13 Validation accuracy:	0.95152798009226	
L1 norm of params:	1095172.3391803	
Epoch 14 Validation accuracy:	0.9514217649915	
L1 norm of params:	1096219.3064613	
Epoch 15 Validation accuracy:	0.95215768390386	
L1 norm of params:	1097229.4801936	
Epoch 16 Validation accuracy:	0.95196042728818	
L1 norm of params:	1098172.7813695	
Epoch 17 Validation accuracy:	0.95208940276766	
L1 norm of params:	1099040.2304537	
Epoch 18 Validation accuracy:	0.95215768390386	
L1 norm of params:	1100094.2100874	
Epoch 19 Validation accuracy:	0.95179351784414	
L1 norm of params:	1100958.9561264	
Epoch 20 Validation accuracy:	0.9523245933479	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.01	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	25	Embedding size:	50	
0.9523245933479	
