[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	0.0001	Minibatch size:	500	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.016524034959942	
L1 norm of params:	4308605.7942888	
Epoch 1 Validation accuracy:	0.42627154649187	
L1 norm of params:	4308486.3573752	
Epoch 2 Validation accuracy:	0.49860403010439	
L1 norm of params:	4308375.0686214	
Epoch 3 Validation accuracy:	0.53538480213644	
L1 norm of params:	4308279.5612364	
Epoch 4 Validation accuracy:	0.56158199805778	
L1 norm of params:	4308192.5602187	
Epoch 5 Validation accuracy:	0.5812924860403	
L1 norm of params:	4308112.8031312	
Epoch 6 Validation accuracy:	0.59704266812333	
L1 norm of params:	4308039.4878148	
Epoch 7 Validation accuracy:	0.61047887836854	
L1 norm of params:	4307970.1623192	
Epoch 8 Validation accuracy:	0.62329297159505	
L1 norm of params:	4307903.9214099	
Epoch 9 Validation accuracy:	0.63343651371692	
L1 norm of params:	4307841.0688863	
Epoch 10 Validation accuracy:	0.64311726147123	
L1 norm of params:	4307781.2560327	
Epoch 11 Validation accuracy:	0.65118202233552	
L1 norm of params:	4307724.3094008	
Epoch 12 Validation accuracy:	0.65835154163632	
L1 norm of params:	4307669.7162364	
Epoch 13 Validation accuracy:	0.6649520514688	
L1 norm of params:	4307617.2902239	
Epoch 14 Validation accuracy:	0.6710745933479	
L1 norm of params:	4307566.5821165	
Epoch 15 Validation accuracy:	0.67652949745084	
L1 norm of params:	4307516.806538	
Epoch 16 Validation accuracy:	0.68195405438213	
L1 norm of params:	4307468.2088275	
