[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	250	Lambda:	0	Minibatch size:	500	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.021865137169216	
L1 norm of params:	1435495.112816	
Epoch 1 Validation accuracy:	0.57318220441855	
L1 norm of params:	1621948.8198069	
Epoch 2 Validation accuracy:	0.62746570769604	
L1 norm of params:	1739009.7620583	
Epoch 3 Validation accuracy:	0.64392146151979	
L1 norm of params:	1835827.4870349	
Epoch 4 Validation accuracy:	0.63713886865744	
L1 norm of params:	1922040.9192231	
Epoch 5 Validation accuracy:	0.63459729303229	
L1 norm of params:	2002220.5763088	
Epoch 6 Validation accuracy:	0.63851966496723	
L1 norm of params:	2073894.8642796	
Epoch 7 Validation accuracy:	0.64327658412236	
L1 norm of params:	2140933.6841177	
Epoch 8 Validation accuracy:	0.64670581451809	
L1 norm of params:	2204207.5403114	
Epoch 9 Validation accuracy:	0.63161568341831	
L1 norm of params:	2265568.7556517	
Epoch 10 Validation accuracy:	0.63392965525613	
L1 norm of params:	2320458.3603785	
Epoch 11 Validation accuracy:	0.61729181840252	
L1 norm of params:	2373912.6600674	
Epoch 12 Validation accuracy:	0.63080389657684	
L1 norm of params:	2425039.4286075	
Epoch 13 Validation accuracy:	0.65118960912843	
L1 norm of params:	2475569.7692001	
Epoch 14 Validation accuracy:	0.64907289390629	
L1 norm of params:	2521345.6302192	
Epoch 15 Validation accuracy:	0.65777494537509	
L1 norm of params:	2567088.0257408	
Epoch 16 Validation accuracy:	0.65213037144938	
L1 norm of params:	2610525.1533986	
Epoch 17 Validation accuracy:	0.67039178198592	
L1 norm of params:	2652431.5488981	
Epoch 18 Validation accuracy:	0.66041514930808	
L1 norm of params:	2692518.7572695	
Epoch 19 Validation accuracy:	0.64913358824958	
L1 norm of params:	2732515.4292461	
Epoch 20 Validation accuracy:	0.6713553046856	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	250	Lambda:	0	Minibatch size:	500	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
0.6713553046856	
