[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	1	Minibatch size:	250	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.015348082058752	
L1 norm of params:	4307439.0975153	
Epoch 1 Validation accuracy:	0.49432507890265	
L1 norm of params:	4307220.5581282	
Epoch 2 Validation accuracy:	0.56434359067735	
L1 norm of params:	4307035.7812833	
Epoch 3 Validation accuracy:	0.60330935906773	
L1 norm of params:	4306881.8094063	
Epoch 4 Validation accuracy:	0.62840647001699	
L1 norm of params:	4306745.4893202	
Epoch 5 Validation accuracy:	0.6478286598689	
L1 norm of params:	4306623.1418845	
Epoch 6 Validation accuracy:	0.66389748725419	
L1 norm of params:	4306510.6453623	
Epoch 7 Validation accuracy:	0.67732611070648	
L1 norm of params:	4306406.861609	
Epoch 8 Validation accuracy:	0.68740895848507	
L1 norm of params:	4306309.5298259	
Epoch 9 Validation accuracy:	0.6963386137412	
L1 norm of params:	4306216.9512177	
Epoch 10 Validation accuracy:	0.70422129157563	
L1 norm of params:	4306128.0846483	
Epoch 11 Validation accuracy:	0.71098112405924	
L1 norm of params:	4306045.1466745	
Epoch 12 Validation accuracy:	0.71645878854091	
L1 norm of params:	4305966.0725967	
Epoch 13 Validation accuracy:	0.72189851905802	
L1 norm of params:	4305889.9586021	
Epoch 14 Validation accuracy:	0.726754066521	
L1 norm of params:	4305817.0051085	
Epoch 15 Validation accuracy:	0.73132131585336	
L1 norm of params:	4305747.0046933	
