[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	1	Minibatch size:	2000	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.024270150521971	
L1 norm of params:	1435041.7061831	
Epoch 1 Validation accuracy:	0.26000697984948	
L1 norm of params:	1435018.2127607	
Epoch 2 Validation accuracy:	0.31177166788055	
L1 norm of params:	1434988.8364939	
Epoch 3 Validation accuracy:	0.33982762806506	
L1 norm of params:	1434960.9537944	
Epoch 4 Validation accuracy:	0.36023610099539	
L1 norm of params:	1434933.7270492	
Epoch 5 Validation accuracy:	0.376532532168	
L1 norm of params:	1434906.8231165	
Epoch 6 Validation accuracy:	0.3901053046856	
L1 norm of params:	1434879.797197	
Epoch 7 Validation accuracy:	0.40071922796795	
L1 norm of params:	1434853.2414966	
Epoch 8 Validation accuracy:	0.40999787569798	
L1 norm of params:	1434827.2381137	
Epoch 9 Validation accuracy:	0.4178046856033	
L1 norm of params:	1434802.3378442	
Epoch 10 Validation accuracy:	0.42488316338917	
L1 norm of params:	1434777.9530624	
Epoch 11 Validation accuracy:	0.43138504491381	
L1 norm of params:	1434754.3155351	
Epoch 12 Validation accuracy:	0.43675649429473	
L1 norm of params:	1434731.9285469	
Epoch 13 Validation accuracy:	0.44214311726147	
L1 norm of params:	1434709.5540383	
Epoch 14 Validation accuracy:	0.447036598689	
L1 norm of params:	1434687.2671786	
Epoch 15 Validation accuracy:	0.45218044428259	
L1 norm of params:	1434665.1395003	
Epoch 16 Validation accuracy:	0.45667941247876	
L1 norm of params:	1434643.0949489	
Epoch 17 Validation accuracy:	0.46111009953872	
L1 norm of params:	1434621.5882631	
Epoch 18 Validation accuracy:	0.46482004127215	
L1 norm of params:	1434600.6539614	
Epoch 19 Validation accuracy:	0.46875	
L1 norm of params:	1434579.7122513	
Epoch 20 Validation accuracy:	0.47305929837339	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	1	Minibatch size:	2000	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
0.47305929837339	
