[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	500	Lambda:	0.1	Minibatch size:	500	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.021629946588978	
L1 norm of params:	1435133.6820217	
Epoch 1 Validation accuracy:	0.62276189609128	
L1 norm of params:	180903652.22679	
Epoch 2 Validation accuracy:	0.62517449623695	
L1 norm of params:	278022309.96428	
Epoch 3 Validation accuracy:	0.63474902889051	
L1 norm of params:	362256781.9914	
Epoch 4 Validation accuracy:	0.63345168730274	
L1 norm of params:	439824096.82421	
Epoch 5 Validation accuracy:	0.64356488225297	
L1 norm of params:	512799743.93432	
Epoch 6 Validation accuracy:	0.65371601116776	
L1 norm of params:	579390451.21552	
Epoch 7 Validation accuracy:	0.6479652221413	
L1 norm of params:	643647145.68255	
Epoch 8 Validation accuracy:	0.66164420975965	
L1 norm of params:	705938412.8724	
Epoch 9 Validation accuracy:	0.66459547220199	
L1 norm of params:	765919700.54296	
Epoch 10 Validation accuracy:	0.65883709638262	
L1 norm of params:	824502377.63289	
Epoch 11 Validation accuracy:	0.65106063364894	
L1 norm of params:	881466029.3914	
Epoch 12 Validation accuracy:	0.65655347171644	
L1 norm of params:	938093295.27459	
Epoch 13 Validation accuracy:	0.64869355426074	
L1 norm of params:	992765020.93636	
Epoch 14 Validation accuracy:	0.65772183782471	
L1 norm of params:	1047566940.2458	
Epoch 15 Validation accuracy:	0.65739560572955	
L1 norm of params:	1101086111.0461	
Epoch 16 Validation accuracy:	0.6458105729546	
L1 norm of params:	1154612032.4631	
Epoch 17 Validation accuracy:	0.65901159261957	
L1 norm of params:	1209086033.1253	
Epoch 18 Validation accuracy:	0.65486920369022	
L1 norm of params:	1261244780.4363	
Epoch 19 Validation accuracy:	0.65567340373877	
L1 norm of params:	1312825379.9003	
Epoch 20 Validation accuracy:	0.65587824714737	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	500	Lambda:	0.1	Minibatch size:	500	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
0.65587824714737	
