[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnfig1	Alpha:	0	Eta:	10	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	50	Embedding size:	100	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model	
forward test	
{
  1 : DoubleTensor - size: 2x50
  2 : DoubleTensor - size: 2x50
}
Set up model	
Got params and grads	
Starting Validation accuracy	0.015909504734159	
L1 norm of params:	3191401.7432274	
Epoch 1 Validation accuracy:	0.86218590677349	
L1 norm of params:	3201860.0675428	
Epoch 2 Validation accuracy:	0.893306931294	
L1 norm of params:	3204119.7218977	
Epoch 3 Validation accuracy:	0.9063865622724	
L1 norm of params:	3205728.4183068	
Epoch 4 Validation accuracy:	0.91706876669094	
L1 norm of params:	3207125.2745523	
Epoch 5 Validation accuracy:	0.92083181597475	
L1 norm of params:	3208353.3330323	
Epoch 6 Validation accuracy:	0.92489833697499	
L1 norm of params:	3209495.6225584	
Epoch 7 Validation accuracy:	0.92838826171401	
L1 norm of params:	3210514.1856773	
Epoch 8 Validation accuracy:	0.93070223355183	
L1 norm of params:	3211521.6425933	
Epoch 9 Validation accuracy:	0.93238650157805	
L1 norm of params:	3212426.3676602	
Epoch 10 Validation accuracy:	0.93266721291576	
L1 norm of params:	3213379.4781345	
Epoch 11 Validation accuracy:	0.93426043942705	
L1 norm of params:	3214253.4569619	
Epoch 12 Validation accuracy:	0.93517085457635	
L1 norm of params:	3215113.111978	
Epoch 13 Validation accuracy:	0.93773519058024	
L1 norm of params:	3215941.3295635	
Epoch 14 Validation accuracy:	0.93771243020151	
L1 norm of params:	3216725.1066374	
Epoch 15 Validation accuracy:	0.93875940762321	
L1 norm of params:	3217532.3800613	
Epoch 16 Validation accuracy:	0.93954843408594	
L1 norm of params:	3218333.8062119	
Epoch 17 Validation accuracy:	0.93853180383588	
L1 norm of params:	3219163.5450304	
Epoch 18 Validation accuracy:	0.9403526341345	
L1 norm of params:	3219842.4588194	
Epoch 19 Validation accuracy:	0.94212035688274	
L1 norm of params:	3220539.8468034	
Epoch 20 Validation accuracy:	0.94104303228939	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnfig1	Alpha:	0	Eta:	10	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	50	Embedding size:	100	
0.94104303228939	
