[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	100	Lambda:	0	Minibatch size:	128	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	10	
Set up model	
Got params and grads	
Starting Validation accuracy	0.0073212551590192	
L1 norm of params:	1075595.5909345	
Epoch 1 Validation accuracy:	0.18140021849964	
L1 norm of params:	27829266.151787	
Epoch 2 Validation accuracy:	0.20059480456421	
L1 norm of params:	36792790.701675	
Epoch 3 Validation accuracy:	0.17468590677349	
L1 norm of params:	46436921.53629	
Epoch 4 Validation accuracy:	0.20508618596747	
L1 norm of params:	71709330.472037	
Epoch 5 Validation accuracy:	0.13616775916485	
L1 norm of params:	80000519.630704	
Epoch 6 Validation accuracy:	0.17503489924739	
L1 norm of params:	81561515.564522	
Epoch 7 Validation accuracy:	0.24825503763049	
L1 norm of params:	82245795.518709	
Epoch 8 Validation accuracy:	0.18379764505948	
L1 norm of params:	82245715.049588	
Epoch 9 Validation accuracy:	0.16774399126001	
L1 norm of params:	82245791.086167	
Epoch 10 Validation accuracy:	0.16461064578781	
L1 norm of params:	82245932.900055	
Epoch 11 Validation accuracy:	0.19611100995387	
L1 norm of params:	82245773.234229	
Epoch 12 Validation accuracy:	0.18990501335276	
L1 norm of params:	82245830.073534	
Epoch 13 Validation accuracy:	0.17278920854576	
L1 norm of params:	82245987.138822	
Epoch 14 Validation accuracy:	0.19740835154164	
L1 norm of params:	82245920.499512	
Epoch 15 Validation accuracy:	0.24250424860403	
L1 norm of params:	82245901.365621	
Epoch 16 Validation accuracy:	0.17379066521	
L1 norm of params:	82245854.409722	
Epoch 17 Validation accuracy:	0.20960032774945	
L1 norm of params:	82245921.437577	
Epoch 18 Validation accuracy:	0.19541302500607	
L1 norm of params:	82245899.127956	
Epoch 19 Validation accuracy:	0.16744810633649	
L1 norm of params:	82245718.580128	
Epoch 20 Validation accuracy:	0.19844015537752	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	100	Lambda:	0	Minibatch size:	128	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
0.19844015537752	
