[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	0.1	Minibatch size:	2000	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.022214129643117	
L1 norm of params:	1436313.2280567	
Epoch 1 Validation accuracy:	0.25714675892207	
L1 norm of params:	1436289.5917953	
Epoch 2 Validation accuracy:	0.31052743384317	
L1 norm of params:	1436261.523951	
Epoch 3 Validation accuracy:	0.34010075260986	
L1 norm of params:	1436231.4346955	
Epoch 4 Validation accuracy:	0.36128307841709	
L1 norm of params:	1436201.2102498	
Epoch 5 Validation accuracy:	0.37927136440884	
L1 norm of params:	1436171.0026876	
Epoch 6 Validation accuracy:	0.39354970866715	
L1 norm of params:	1436141.9324137	
Epoch 7 Validation accuracy:	0.40571133770333	
L1 norm of params:	1436113.9376465	
Epoch 8 Validation accuracy:	0.41565003641661	
L1 norm of params:	1436086.6377725	
Epoch 9 Validation accuracy:	0.42448865015781	
L1 norm of params:	1436060.0160851	
Epoch 10 Validation accuracy:	0.43369901675164	
L1 norm of params:	1436034.1952494	
Epoch 11 Validation accuracy:	0.44010985676135	
L1 norm of params:	1436008.7320603	
Epoch 12 Validation accuracy:	0.44606548919641	
L1 norm of params:	1435984.2648097	
Epoch 13 Validation accuracy:	0.45089827628065	
L1 norm of params:	1435960.3598867	
Epoch 14 Validation accuracy:	0.45598901432387	
L1 norm of params:	1435936.8295727	
Epoch 15 Validation accuracy:	0.46050315610585	
L1 norm of params:	1435913.5517671	
Epoch 16 Validation accuracy:	0.46474417334304	
L1 norm of params:	1435890.6312726	
Epoch 17 Validation accuracy:	0.46875	
L1 norm of params:	1435868.2540706	
Epoch 18 Validation accuracy:	0.47482702112163	
L1 norm of params:	1435846.5431424	
Epoch 19 Validation accuracy:	0.47829418548191	
L1 norm of params:	1435825.1739992	
Epoch 20 Validation accuracy:	0.48116199320223	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	0.1	Minibatch size:	2000	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
0.48116199320223	
