[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	10	Lambda:	0.0001	Minibatch size:	250	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.024877093954843	
L1 norm of params:	1435913.9593225	
Epoch 1 Validation accuracy:	0.60674617625637	
L1 norm of params:	5516253.9734924	
Epoch 2 Validation accuracy:	0.63043973051712	
L1 norm of params:	7846997.4430575	
Epoch 3 Validation accuracy:	0.62874028890507	
L1 norm of params:	9884635.619455	
Epoch 4 Validation accuracy:	0.65383739985433	
L1 norm of params:	11715355.655202	
Epoch 5 Validation accuracy:	0.65424708667152	
L1 norm of params:	13432374.237584	
Epoch 6 Validation accuracy:	0.63931627822287	
L1 norm of params:	15036754.881914	
Epoch 7 Validation accuracy:	0.63917212915756	
L1 norm of params:	16562172.214487	
Epoch 8 Validation accuracy:	0.64944464675892	
L1 norm of params:	18087169.432205	
Epoch 9 Validation accuracy:	0.66339675892207	
L1 norm of params:	19578449.003353	
Epoch 10 Validation accuracy:	0.65739560572955	
L1 norm of params:	20997031.501164	
Epoch 11 Validation accuracy:	0.63710093469289	
L1 norm of params:	22385122.739906	
Epoch 12 Validation accuracy:	0.65723628307842	
L1 norm of params:	23800790.768933	
Epoch 13 Validation accuracy:	0.648245933479	
L1 norm of params:	25192677.067733	
Epoch 14 Validation accuracy:	0.65667486040301	
L1 norm of params:	26517402.890052	
Epoch 15 Validation accuracy:	0.64669822772518	
L1 norm of params:	27836214.63355	
Epoch 16 Validation accuracy:	0.6567355547463	
L1 norm of params:	29156193.09655	
Epoch 17 Validation accuracy:	0.66187181354698	
L1 norm of params:	30504029.189258	
Epoch 18 Validation accuracy:	0.66269877397427	
L1 norm of params:	31808931.710442	
Epoch 19 Validation accuracy:	0.66176559844622	
L1 norm of params:	33106021.299405	
Epoch 20 Validation accuracy:	0.64660718621025	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	10	Lambda:	0.0001	Minibatch size:	250	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
0.64660718621025	
