[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnfig1	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	2048	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	50	Embedding size:	20	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model	
forward test	
{
  1 : DoubleTensor - size: 2x50
  2 : DoubleTensor - size: 2x50
}
Set up model	
Got params and grads	
Starting Validation accuracy	0.018997329448895	
L1 norm of params:	638621.6942056	
Epoch 1 Validation accuracy:	0.76570466132556	
L1 norm of params:	639142.44203913	
Epoch 2 Validation accuracy:	0.8040786598689	
L1 norm of params:	639313.49430442	
Epoch 3 Validation accuracy:	0.82627002913328	
L1 norm of params:	639420.00739961	
Epoch 4 Validation accuracy:	0.84051802621996	
L1 norm of params:	639498.11732714	
Epoch 5 Validation accuracy:	0.85201960427288	
L1 norm of params:	639559.80190806	
Epoch 6 Validation accuracy:	0.86133618596747	
L1 norm of params:	639610.63086281	
Epoch 7 Validation accuracy:	0.86924162418063	
L1 norm of params:	639654.03879637	
Epoch 8 Validation accuracy:	0.87607732459335	
L1 norm of params:	639693.23558432	
Epoch 9 Validation accuracy:	0.88164603058995	
L1 norm of params:	639729.36207702	
Epoch 10 Validation accuracy:	0.8866229667395	
L1 norm of params:	639763.51116194	
Epoch 11 Validation accuracy:	0.89108400097111	
L1 norm of params:	639795.80455468	
Epoch 12 Validation accuracy:	0.8946953143967	
L1 norm of params:	639825.90978413	
Epoch 13 Validation accuracy:	0.8978969410051	
L1 norm of params:	639854.78119224	
Epoch 14 Validation accuracy:	0.90088613741199	
L1 norm of params:	639882.04787089	
Epoch 15 Validation accuracy:	0.90342771303714	
L1 norm of params:	639908.24944624	
Epoch 16 Validation accuracy:	0.90565064336004	
L1 norm of params:	639933.31681906	
Epoch 17 Validation accuracy:	0.90744871327992	
L1 norm of params:	639957.62764168	
Epoch 18 Validation accuracy:	0.90923919640689	
L1 norm of params:	639980.6292688	
Epoch 19 Validation accuracy:	0.91071103423161	
L1 norm of params:	640003.1257508	
Epoch 20 Validation accuracy:	0.91212217771304	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnfig1	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	2048	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	50	Embedding size:	20	
0.91212217771304	
