[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	250	Lambda:	1	Minibatch size:	2000	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.021007829570284	
L1 norm of params:	1437338.3127663	
Epoch 1 Validation accuracy:	0.52760833940277	
L1 norm of params:	1492646.100664	
Epoch 2 Validation accuracy:	0.55067218985191	
L1 norm of params:	1530048.5680165	
Epoch 3 Validation accuracy:	0.55945010924982	
L1 norm of params:	1563410.8261785	
Epoch 4 Validation accuracy:	0.5856093712066	
L1 norm of params:	1592663.7838582	
Epoch 5 Validation accuracy:	0.62979485311969	
L1 norm of params:	1620596.7614136	
Epoch 6 Validation accuracy:	0.61349083515416	
L1 norm of params:	1647144.061289	
Epoch 7 Validation accuracy:	0.60413631949502	
L1 norm of params:	1672279.9783922	
Epoch 8 Validation accuracy:	0.64084122359796	
L1 norm of params:	1695611.1269425	
Epoch 9 Validation accuracy:	0.61522062393785	
L1 norm of params:	1719629.8460886	
Epoch 10 Validation accuracy:	0.60100297402282	
L1 norm of params:	1741815.1459123	
Epoch 11 Validation accuracy:	0.64260135955329	
L1 norm of params:	1763391.7423754	
Epoch 12 Validation accuracy:	0.59893936635106	
L1 norm of params:	1784619.5611926	
Epoch 13 Validation accuracy:	0.62559176984705	
L1 norm of params:	1804795.7511617	
Epoch 14 Validation accuracy:	0.61347566156834	
L1 norm of params:	1824702.0552643	
Epoch 15 Validation accuracy:	0.61648003156106	
L1 norm of params:	1843869.5317179	
Epoch 16 Validation accuracy:	0.61641933721777	
L1 norm of params:	1862908.7257213	
Epoch 17 Validation accuracy:	0.61547857489682	
L1 norm of params:	1881624.0527546	
Epoch 18 Validation accuracy:	0.62188182811362	
L1 norm of params:	1899940.6191439	
Epoch 19 Validation accuracy:	0.65625758679291	
L1 norm of params:	1917189.4765504	
Epoch 20 Validation accuracy:	0.61437848992474	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	250	Lambda:	1	Minibatch size:	2000	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
0.61437848992474	
