[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	2000	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.020378125758679	
L1 norm of params:	1436379.4469784	
Epoch 1 Validation accuracy:	0.6637002306385	
L1 norm of params:	1813609.4279149	
Epoch 2 Validation accuracy:	0.66976207817431	
L1 norm of params:	2051462.8163579	
Epoch 3 Validation accuracy:	0.67096079145424	
L1 norm of params:	2247797.6862559	
Epoch 4 Validation accuracy:	0.67249332362224	
L1 norm of params:	2424132.689715	
Epoch 5 Validation accuracy:	0.67291059723234	
L1 norm of params:	2588110.9325217	
Epoch 6 Validation accuracy:	0.67361616897305	
L1 norm of params:	2742450.7112115	
Epoch 7 Validation accuracy:	0.67388170672493	
L1 norm of params:	2890089.4201068	
Epoch 8 Validation accuracy:	0.67405620296188	
L1 norm of params:	3032179.5878645	
Epoch 9 Validation accuracy:	0.6732292425346	
L1 norm of params:	3169775.422388	
Epoch 10 Validation accuracy:	0.67388929351784	
L1 norm of params:	3303600.8992475	
Epoch 11 Validation accuracy:	0.67389688031076	
L1 norm of params:	3434392.7165742	
Epoch 12 Validation accuracy:	0.67429139354212	
L1 norm of params:	3562380.9822219	
Epoch 13 Validation accuracy:	0.67388929351784	
L1 norm of params:	3687433.7251674	
Epoch 14 Validation accuracy:	0.67396516144695	
L1 norm of params:	3809928.2916459	
Epoch 15 Validation accuracy:	0.67385135955329	
L1 norm of params:	3930764.0162487	
Epoch 16 Validation accuracy:	0.67382859917456	
L1 norm of params:	4049478.1930589	
Epoch 17 Validation accuracy:	0.67452658412236	
L1 norm of params:	4166799.2386438	
Epoch 18 Validation accuracy:	0.67359340859432	
L1 norm of params:	4282379.7406545	
Epoch 19 Validation accuracy:	0.67379825200291	
L1 norm of params:	4396526.2283031	
Epoch 20 Validation accuracy:	0.67329752367079	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	2000	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
0.67329752367079	
