[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	1	Minibatch size:	250	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.024573622238407	
L1 norm of params:	1437930.4373779	
Epoch 1 Validation accuracy:	0.40799496236951	
L1 norm of params:	1437690.9389322	
Epoch 2 Validation accuracy:	0.45988103908716	
L1 norm of params:	1437490.7454083	
Epoch 3 Validation accuracy:	0.48777767662054	
L1 norm of params:	1437320.1308946	
Epoch 4 Validation accuracy:	0.50714675892207	
L1 norm of params:	1437164.6892339	
Epoch 5 Validation accuracy:	0.51995326535567	
L1 norm of params:	1437020.4720477	
Epoch 6 Validation accuracy:	0.53029406409323	
L1 norm of params:	1436886.4633756	
Epoch 7 Validation accuracy:	0.53838158533625	
L1 norm of params:	1436760.9531987	
Epoch 8 Validation accuracy:	0.54539936877883	
L1 norm of params:	1436640.0259091	
Epoch 9 Validation accuracy:	0.55189366351056	
L1 norm of params:	1436523.7667417	
Epoch 10 Validation accuracy:	0.55856245447924	
L1 norm of params:	1436411.9610346	
Epoch 11 Validation accuracy:	0.5639642510318	
L1 norm of params:	1436304.2903218	
Epoch 12 Validation accuracy:	0.56894877397427	
L1 norm of params:	1436198.6038443	
Epoch 13 Validation accuracy:	0.57276493080845	
L1 norm of params:	1436095.3458962	
Epoch 14 Validation accuracy:	0.57644452537024	
L1 norm of params:	1435994.1418136	
Epoch 15 Validation accuracy:	0.58000273124545	
L1 norm of params:	1435895.6640137	
Epoch 16 Validation accuracy:	0.58321953143967	
L1 norm of params:	1435799.8742612	
Epoch 17 Validation accuracy:	0.58600388443797	
L1 norm of params:	1435706.2622304	
Epoch 18 Validation accuracy:	0.58846959213401	
L1 norm of params:	1435615.0606895	
Epoch 19 Validation accuracy:	0.59109462248118	
L1 norm of params:	1435525.2000525	
Epoch 20 Validation accuracy:	0.59386380189366	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	1	Minibatch size:	250	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	10	Embedding size:	50	
0.59386380189366	
