[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.01	Lambda:	0	Minibatch size:	256	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	50	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	50	
Set up model	
Got params and grads	
Starting Validation accuracy	0.042000485554746	
L1 norm of params:	1076001.9069501	
Epoch 1 Validation accuracy:	0.93929806991988	
L1 norm of params:	1082594.602774	
Epoch 2 Validation accuracy:	0.94449502306385	
L1 norm of params:	1087240.5661612	
Epoch 3 Validation accuracy:	0.94615653071134	
L1 norm of params:	1092174.8817117	
Epoch 4 Validation accuracy:	0.94757526098568	
L1 norm of params:	1097176.0428805	
Epoch 5 Validation accuracy:	0.9476587157077	
L1 norm of params:	1100928.1730057	
Epoch 6 Validation accuracy:	0.94744628550619	
L1 norm of params:	1103813.5148286	
Epoch 7 Validation accuracy:	0.94784079873756	
L1 norm of params:	1105295.0707763	
Epoch 8 Validation accuracy:	0.94770423646516	
L1 norm of params:	1107063.1877887	
Epoch 9 Validation accuracy:	0.94867534595776	
L1 norm of params:	1108781.7853365	
Epoch 10 Validation accuracy:	0.94805322893906	
L1 norm of params:	1110023.6916291	
Epoch 11 Validation accuracy:	0.94911537994659	
L1 norm of params:	1113103.5734103	
Epoch 12 Validation accuracy:	0.94861465161447	
L1 norm of params:	1114584.5042118	
Epoch 13 Validation accuracy:	0.95063273852877	
L1 norm of params:	1116272.0766702	
Epoch 14 Validation accuracy:	0.94910020636077	
L1 norm of params:	1118572.241775	
Epoch 15 Validation accuracy:	0.94794701383831	
L1 norm of params:	1120599.2822432	
Epoch 16 Validation accuracy:	0.94916848749697	
L1 norm of params:	1122813.1059036	
Epoch 17 Validation accuracy:	0.94929746297645	
L1 norm of params:	1124750.6744355	
Epoch 18 Validation accuracy:	0.94866017237193	
L1 norm of params:	1126258.3309989	
Epoch 19 Validation accuracy:	0.94966162903617	
L1 norm of params:	1128250.4298794	
Epoch 20 Validation accuracy:	0.95035961398398	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.01	Lambda:	0	Minibatch size:	256	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	50	Embedding size:	50	
0.95035961398398	
