[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	10	Lambda:	0	Minibatch size:	500	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.016835093469289	
L1 norm of params:	1437524.5958939	
Epoch 1 Validation accuracy:	0.62702567370721	
L1 norm of params:	5392753.3345043	
Epoch 2 Validation accuracy:	0.63316338917213	
L1 norm of params:	7478138.823375	
Epoch 3 Validation accuracy:	0.63862588006798	
L1 norm of params:	9296990.7319012	
Epoch 4 Validation accuracy:	0.64327658412236	
L1 norm of params:	10910538.471042	
Epoch 5 Validation accuracy:	0.65629552075747	
L1 norm of params:	12460412.82862	
Epoch 6 Validation accuracy:	0.65892813789755	
L1 norm of params:	13942808.01875	
Epoch 7 Validation accuracy:	0.64634164845836	
L1 norm of params:	15337610.522286	
Epoch 8 Validation accuracy:	0.64842042971595	
L1 norm of params:	16695527.805064	
Epoch 9 Validation accuracy:	0.64560572954601	
L1 norm of params:	17982432.307308	
Epoch 10 Validation accuracy:	0.65615895848507	
L1 norm of params:	19292896.890216	
Epoch 11 Validation accuracy:	0.65934541150765	
L1 norm of params:	20612686.592488	
Epoch 12 Validation accuracy:	0.64417182568585	
L1 norm of params:	21822509.270791	
Epoch 13 Validation accuracy:	0.66319191551347	
L1 norm of params:	23079420.184831	
Epoch 14 Validation accuracy:	0.65284352998301	
L1 norm of params:	24295092.795962	
Epoch 15 Validation accuracy:	0.64089433114834	
L1 norm of params:	25543629.089728	
Epoch 16 Validation accuracy:	0.65650036416606	
L1 norm of params:	26818729.682213	
Epoch 17 Validation accuracy:	0.64793487496965	
L1 norm of params:	28014372.465304	
Epoch 18 Validation accuracy:	0.64336003884438	
L1 norm of params:	29205076.611356	
Epoch 19 Validation accuracy:	0.653184935664	
L1 norm of params:	30362416.327821	
Epoch 20 Validation accuracy:	0.65102269968439	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	10	Lambda:	0	Minibatch size:	500	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
0.65102269968439	
