[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	100	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	100	
Set up model	
Got params and grads	
Starting Validation accuracy	0.014634923525127	
L1 norm of params:	1076472.9795844	
Epoch 1 Validation accuracy:	0.87235979606701	
L1 norm of params:	1223844.6033555	
Epoch 2 Validation accuracy:	0.87538692643846	
L1 norm of params:	1298301.0610929	
Epoch 3 Validation accuracy:	0.85730001213887	
L1 norm of params:	1357951.5133001	
Epoch 4 Validation accuracy:	0.88167637776159	
L1 norm of params:	1410674.6028675	
Epoch 5 Validation accuracy:	0.85972778587036	
L1 norm of params:	1454288.6622286	
Epoch 6 Validation accuracy:	0.8521713401311	
L1 norm of params:	1493825.1072922	
Epoch 7 Validation accuracy:	0.84708060208789	
L1 norm of params:	1533875.8917988	
Epoch 8 Validation accuracy:	0.8429154527798	
L1 norm of params:	1576842.5703433	
Epoch 9 Validation accuracy:	0.86022851420248	
L1 norm of params:	1615972.3355702	
Epoch 10 Validation accuracy:	0.83994901675164	
L1 norm of params:	1649814.5589204	
Epoch 11 Validation accuracy:	0.87802713037145	
L1 norm of params:	1681794.6811722	
Epoch 12 Validation accuracy:	0.83230911629036	
L1 norm of params:	1714970.4922696	
Epoch 13 Validation accuracy:	0.86054715950473	
L1 norm of params:	1745111.9995657	
Epoch 14 Validation accuracy:	0.78873816460306	
L1 norm of params:	1779134.4504615	
Epoch 15 Validation accuracy:	0.84420520757465	
L1 norm of params:	1811505.7333084	
Epoch 16 Validation accuracy:	0.80795551104637	
L1 norm of params:	1844521.1539268	
Epoch 17 Validation accuracy:	0.83633770332605	
L1 norm of params:	1873342.5655224	
Epoch 18 Validation accuracy:	0.81818250789026	
L1 norm of params:	1892964.1682802	
Epoch 19 Validation accuracy:	0.83659565428502	
L1 norm of params:	1921203.4042163	
Epoch 20 Validation accuracy:	0.83768056567128	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	100	Embedding size:	50	
0.83768056567128	
