[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	2048	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	50	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	50	
Set up model	
Got params and grads	
Starting Validation accuracy	0.0098173100267055	
L1 norm of params:	1076001.7106505	
Epoch 1 Validation accuracy:	0.87876304928381	
L1 norm of params:	1076894.0166646	
Epoch 2 Validation accuracy:	0.9114014323865	
L1 norm of params:	1077078.3552034	
Epoch 3 Validation accuracy:	0.92391964068949	
L1 norm of params:	1077187.4353795	
Epoch 4 Validation accuracy:	0.93070223355183	
L1 norm of params:	1077270.5645572	
Epoch 5 Validation accuracy:	0.93570951687303	
L1 norm of params:	1077337.5541285	
Epoch 6 Validation accuracy:	0.93950291332848	
L1 norm of params:	1077394.6677666	
Epoch 7 Validation accuracy:	0.94246176256373	
L1 norm of params:	1077446.4223368	
Epoch 8 Validation accuracy:	0.94491988346686	
L1 norm of params:	1077495.0052375	
Epoch 9 Validation accuracy:	0.94673312697257	
L1 norm of params:	1077538.9495913	
Epoch 10 Validation accuracy:	0.9484932629279	
L1 norm of params:	1077580.8890069	
Epoch 11 Validation accuracy:	0.95001820830299	
L1 norm of params:	1077621.1639246	
Epoch 12 Validation accuracy:	0.95123968196164	
L1 norm of params:	1077659.3111476	
Epoch 13 Validation accuracy:	0.95193766690944	
L1 norm of params:	1077695.8044604	
Epoch 14 Validation accuracy:	0.95300740470988	
L1 norm of params:	1077731.2880957	
Epoch 15 Validation accuracy:	0.95348537266327	
L1 norm of params:	1077765.9288321	
Epoch 16 Validation accuracy:	0.95412266326778	
L1 norm of params:	1077799.2659271	
Epoch 17 Validation accuracy:	0.95475236707939	
L1 norm of params:	1077831.440335	
Epoch 18 Validation accuracy:	0.9551772274824	
L1 norm of params:	1077862.2190453	
Epoch 19 Validation accuracy:	0.95523033503277	
L1 norm of params:	1077892.5872579	
Epoch 20 Validation accuracy:	0.95536689730517	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	2048	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	50	Embedding size:	50	
0.95536689730517	
