[?1034hdatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW4/PTB.hdf5	classifier:	rnn	window_size:	2	b:	128	alpha:	1	sequence_length:	20	embedding_size:	45	optimizer:	sgd	epochs:	100	hidden	100	eta:	0.001	hacks	true	
 498944
[torch.LongStorage of size 1]

 498944
[torch.LongStorage of size 1]

 95823
[torch.LongStorage of size 1]

RNN	
Beginning epoch	1	
    	13.673392984777	
Beginning epoch	2	
    	10.358804652104	
Beginning epoch	3	
    	10.214762740041	
Beginning epoch	4	
    	10.210423545256	
Beginning epoch	5	
    	10.211302318566	
Beginning epoch	6	
    	10.211656650968	
Beginning epoch	7	
    	10.211728963537	
Beginning epoch	8	
    	10.211713452574	
Beginning epoch	9	
    	10.21167280085	
Beginning epoch	10	
    	10.211624875093	
Beginning epoch	11	
    	10.211574590625	
Beginning epoch	12	
    	10.211523259221	
Beginning epoch	13	
    	10.211471199402	
Beginning epoch	14	
    	10.211418455984	
Beginning epoch	15	
    	10.211364997654	
Beginning epoch	16	
    	10.21131077111	
Beginning epoch	17	
    	10.2112557158	
Beginning epoch	18	
    	10.211199767869	
Beginning epoch	19	
    	10.211142861117	
Beginning epoch	20	
    	10.211084927156	
Beginning epoch	21	
    	10.211025895315	
Beginning epoch	22	
    	10.210965692497	
Beginning epoch	23	
    	10.210904242988	
Beginning epoch	24	
    	10.21084146827	
Beginning epoch	25	
    	10.210777286812	
Beginning epoch	26	
    	10.210711613845	
Beginning epoch	27	
    	10.210644361137	
Beginning epoch	28	
    	10.210575436737	
Beginning epoch	29	
    	10.210504744718	
Beginning epoch	30	
    	10.210432184895	
Beginning epoch	31	
    	10.210357652525	
Beginning epoch	32	
    	10.210281037993	
Beginning epoch	33	
    	10.210202226467	
Beginning epoch	34	
    	10.210121097539	
Beginning epoch	35	
    	10.210037524838	
Beginning epoch	36	
    	10.209951375607	
Beginning epoch	37	
    	10.209862510266	
Beginning epoch	38	
    	10.209770781926	
Beginning epoch	39	
    	10.209676035879	
Beginning epoch	40	
    	10.209578109046	
Beginning epoch	41	
    	10.209476829381	
Beginning epoch	42	
    	10.209372015232	
Beginning epoch	43	
    	10.209263474648	
Beginning epoch	44	
    	10.209151004642	
Beginning epoch	45	
    	10.209034390379	
Beginning epoch	46	
    	10.208913404313	
Beginning epoch	47	
    	10.208787805248	
Beginning epoch	48	
    	10.208657337317	
Beginning epoch	49	
    	10.208521728887	
Beginning epoch	50	
    	10.208380691358	
Beginning epoch	51	
    	10.208233917872	
Beginning epoch	52	
    	10.208081081902	
Beginning epoch	53	
    	10.207921835723	
Beginning epoch	54	
    	10.207755808743	
Beginning epoch	55	
    	10.207582605691	
Beginning epoch	56	
    	10.207401804638	
Beginning epoch	57	
    	10.207212954836	
Beginning epoch	58	
    	10.20701557436	
Beginning epoch	59	
    	10.206809147531	
Beginning epoch	60	
    	10.206593122091	
Beginning epoch	61	
    	10.206366906113	
Beginning epoch	62	
    	10.206129864609	
Beginning epoch	63	
    	10.205881315808	
Beginning epoch	64	
    	10.205620527064	
Beginning epoch	65	
    	10.205346710357	
Beginning epoch	66	
    	10.205059017339	
Beginning epoch	67	
    	10.204756533865	
Beginning epoch	68	
    	10.204438273964	
Beginning epoch	69	
    	10.204103173177	
Beginning epoch	70	
    	10.203750081182	
Beginning epoch	71	
    	10.203377753626	
Beginning epoch	72	
    	10.202984843074	
Beginning epoch	73	
    	10.20256988895	
Beginning epoch	74	
    	10.202131306364	
Beginning epoch	75	
    	10.201667373664	
Beginning epoch	76	
    	10.201176218576	
Beginning epoch	77	
    	10.200655802723	
Beginning epoch	78	
    	10.200103904338	
Beginning epoch	79	
    	10.199518098906	
Beginning epoch	80	
    	10.198895737486	
Beginning epoch	81	
    	10.198233922377	
Beginning epoch	82	
    	10.197529479777	
Beginning epoch	83	
    	10.196778929019	
Beginning epoch	84	
    	10.195978447899	
Beginning epoch	85	
    	10.195123833549	
Beginning epoch	86	
    	10.194210458215	
Beginning epoch	87	
    	10.193233219202	
Beginning epoch	88	
    	10.192186482133	
Beginning epoch	89	
    	10.191064016539	
Beginning epoch	90	
    	10.189858922632	
Beginning epoch	91	
    	10.188563547921	
Beginning epoch	92	
    	10.187169392157	
Beginning epoch	93	
    	10.185666998784	
Beginning epoch	94	
    	10.184045830841	
Beginning epoch	95	
    	10.182294128884	
Beginning epoch	96	
    	10.180398748139	
Beginning epoch	97	
    	10.178344971624	
Beginning epoch	98	
    	10.176116295485	
Beginning epoch	99	
    	10.173694182213	
Beginning epoch	100	
    	10.171057776729	
Starting predictions	
Word	1000	
Word	2000	
Word	3000	
Word	4000	
Word	5000	
Word	6000	
Word	7000	
Word	8000	
Word	9000	
Word	10000	
Word	11000	
Word	12000	
Word	13000	
Word	14000	
Word	15000	
Word	16000	
Word	17000	
Word	18000	
Word	19000	
Word	20000	
Word	21000	
Word	22000	
Word	23000	
Word	24000	
Word	25000	
Word	26000	
Word	27000	
Word	28000	
Word	29000	
Word	30000	
Word	31000	
Word	32000	
Word	33000	
Word	34000	
Word	35000	
Word	36000	
Word	37000	
Word	38000	
Word	39000	
