[?1034hdatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW4/PTB.hdf5	classifier:	rnn	window_size:	2	b:	32	alpha:	1	sequence_length:	128	embedding_size:	15	optimizer:	sgd	epochs:	100	hidden	100	eta:	0.0001	hacks	false	
 498944
[torch.LongStorage of size 1]

 498944
[torch.LongStorage of size 1]

 95823
[torch.LongStorage of size 1]

RNN	
Beginning epoch	1	
    	89.901454805495	
Beginning epoch	2	
    	86.447310992504	
Beginning epoch	3	
    	83.266470692224	
Beginning epoch	4	
    	80.361646146338	
Beginning epoch	5	
    	77.729117148735	
Beginning epoch	6	
    	75.364148628214	
Beginning epoch	7	
    	73.260982105916	
Beginning epoch	8	
    	71.4128071217	
Beginning epoch	9	
    	69.811687429257	
Beginning epoch	10	
    	68.44839503031	
Beginning epoch	11	
    	67.312059359518	
Beginning epoch	12	
    	66.389439379734	
Beginning epoch	13	
    	65.663417496108	
Beginning epoch	14	
    	65.110003929141	
Beginning epoch	15	
    	64.69366825985	
Beginning epoch	16	
    	64.36807202466	
Beginning epoch	17	
    	64.092042453067	
Beginning epoch	18	
    	63.840545486076	
Beginning epoch	19	
    	63.599448386995	
Beginning epoch	20	
    	63.362428375473	
Beginning epoch	21	
    	63.126637878288	
Beginning epoch	22	
    	62.890372860228	
Beginning epoch	23	
    	62.652446386525	
Beginning epoch	24	
    	62.412002804389	
Beginning epoch	25	
    	62.168461317169	
Beginning epoch	26	
    	61.921541581467	
Beginning epoch	27	
    	61.671254172324	
Beginning epoch	28	
    	61.417799678871	
Beginning epoch	29	
    	61.161597118015	
Beginning epoch	30	
    	60.903238235746	
Beginning epoch	31	
    	60.643463517701	
Beginning epoch	32	
    	60.38310123019	
Beginning epoch	33	
    	60.123068836615	
Beginning epoch	34	
    	59.864324232506	
Beginning epoch	35	
    	59.607825586879	
Beginning epoch	36	
    	59.354514997867	
Beginning epoch	37	
    	59.105269011536	
Beginning epoch	38	
    	58.860887178005	
Beginning epoch	39	
    	58.622078816921	
Beginning epoch	40	
    	58.389447577365	
Beginning epoch	41	
    	58.163479465297	
Beginning epoch	42	
    	57.94454414264	
Beginning epoch	43	
    	57.732851431912	
Beginning epoch	44	
    	57.52850776941	
Beginning epoch	45	
    	57.33149436285	
Beginning epoch	46	
    	57.141708167821	
Beginning epoch	47	
    	56.958959609916	
Beginning epoch	48	
    	56.782997751504	
Beginning epoch	49	
    	56.6135305681	
Beginning epoch	50	
    	56.450247219374	
Beginning epoch	51	
    	56.292813463978	
Beginning epoch	52	
    	56.140895069638	
Beginning epoch	53	
    	55.99415120275	
Beginning epoch	54	
    	55.852246674052	
Beginning epoch	55	
    	55.714857031332	
Beginning epoch	56	
    	55.581674629882	
Beginning epoch	57	
    	55.452410758011	
Beginning epoch	58	
    	55.326796887668	
Beginning epoch	59	
    	55.204585159446	
Beginning epoch	60	
    	55.085548219602	
Beginning epoch	61	
    	54.969478521266	
Beginning epoch	62	
    	54.856187194762	
Beginning epoch	63	
    	54.745502587829	
Beginning epoch	64	
    	54.637268576286	
Beginning epoch	65	
    	54.531342747161	
Beginning epoch	66	
    	54.427594555973	
Beginning epoch	67	
    	54.325903554208	
Beginning epoch	68	
    	54.226157769961	
Beginning epoch	69	
    	54.12825230414	
Beginning epoch	70	
    	54.032088179024	
Beginning epoch	71	
    	53.937571448977	
Beginning epoch	72	
    	53.844612558905	
Beginning epoch	73	
    	53.753125917871	
Beginning epoch	74	
    	53.663029644599	
Beginning epoch	75	
    	53.574245438457	
Beginning epoch	76	
    	53.486698532382	
Beginning epoch	77	
    	53.400318386884	
Beginning epoch	78	
    	53.315038044695	
Beginning epoch	79	
    	53.230793580756	
Beginning epoch	80	
    	53.147524548736	
Beginning epoch	81	
    	53.065173991832	
Beginning epoch	82	
    	52.983688421891	
Beginning epoch	83	
    	52.90301777365	
Beginning epoch	84	
    	52.823115339665	
Beginning epoch	85	
    	52.743937690895	
Beginning epoch	86	
    	52.665444587204	
Beginning epoch	87	
    	52.587598881323	
Beginning epoch	88	
    	52.510366418955	
Beginning epoch	89	
    	52.433715936974	
Beginning epoch	90	
    	52.357618960965	
Beginning epoch	91	
    	52.282049702808	
Beginning epoch	92	
    	52.20698495857	
Beginning epoch	93	
    	52.132404006691	
Beginning epoch	94	
    	52.058288506246	
Beginning epoch	95	
    	51.984625311476	
Beginning epoch	96	
    	51.91140117021	
Beginning epoch	97	
    	51.838604007815	
Beginning epoch	98	
    	51.766223755104	
Beginning epoch	99	
    	51.694252241556	
Beginning epoch	100	
    	51.622683079357	
Starting predictions	
Word	1000	
Word	2000	
Word	3000	
Word	4000	
Word	5000	
Word	6000	
Word	7000	
Word	7000	
Word	8000	
Word	9000	
Word	10000	
Word	11000	
Word	12000	
Word	13000	
Word	14000	
Word	15000	
Word	16000	
Word	17000	
Word	18000	
Word	19000	
Word	20000	
Word	21000	
Word	22000	
Word	23000	
Word	24000	
Word	25000	
Word	26000	
Word	27000	
Word	28000	
Word	29000	
Word	30000	
Word	31000	
Word	32000	
Word	33000	
Word	34000	
Word	35000	
Word	36000	
Word	37000	
Word	38000	
Word	39000	
Word	40000	
Word	41000	
Word	42000	
Word	43000	
Word	44000	
Word	45000	
Word	46000	
Word	47000	
Word	48000	
Word	49000	
Word	50000	
Word	51000	
Word	51000	
Word	52000	
Word	53000	
Word	54000	
Word	55000	
Word	56000	
Word	57000	
Word	58000	
Word	59000	
Word	60000	
Word	61000	
Word	62000	
Word	63000	
Word	64000	
Word	65000	
Word	66000	
Word	67000	
Word	68000	
Word	69000	
Word	70000	
Word	71000	
Word	72000	
Word	73000	
Word	74000	
Word	75000	
Word	75000	
Word	76000	
Word	77000	
Word	78000	
Word	79000	
Word	80000	
Word	81000	
Word	82000	
Word	83000	
Word	84000	
Word	85000	
Word	86000	
Word	87000	
Word	88000	
Word	89000	
Word	90000	
Word	91000	
Word	92000	
Word	93000	
Word	94000	
Word	95000	
datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW4/PTB.hdf5	classifier:	rnn	window_size:	2	b:	32	alpha:	1	sequence_length:	128	embedding_size:	15	optimizer:	sgd	epochs:	100	hidden	100	eta:	0.0001	hacks	false	
Results:	0.81784122809764	0.76523063533507	0.17679585783944	
