[?1034hdatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW4/PTB.hdf5	classifier:	rnn	window_size:	2	b:	32	alpha:	1	sequence_length:	10	embedding_size:	25	optimizer:	sgd	epochs:	100	hidden	100	eta:	0.01	hacks	true	
 498944
[torch.LongStorage of size 1]

 498944
[torch.LongStorage of size 1]

 95823
[torch.LongStorage of size 1]

RNN	
Beginning epoch	1	
    	7.0310023847885	
Beginning epoch	2	
    	5.0044802662102	
Beginning epoch	3	
    	5.0038592948327	
Beginning epoch	4	
    	5.0012181398934	
Beginning epoch	5	
    	4.9715448505717	
Beginning epoch	6	
    	4.2933237480537	
Beginning epoch	7	
    	3.9916563972837	
Beginning epoch	8	
    	3.9793108854485	
Beginning epoch	9	
    	3.9405101885557	
Beginning epoch	10	
    	3.9041906793411	
Beginning epoch	11	
    	3.8708710364229	
Beginning epoch	12	
    	3.8135930737612	
Beginning epoch	13	
    	3.7921184137355	
Beginning epoch	14	
    	3.8132876835196	
