[?1034hdatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW4/PTB.hdf5	classifier:	rnn	window_size:	2	b:	32	alpha:	1	sequence_length:	128	embedding_size:	25	optimizer:	sgd	epochs:	100	hidden	100	eta:	0.001	hacks	false	
 498944
[torch.LongStorage of size 1]

 498944
[torch.LongStorage of size 1]

 95823
[torch.LongStorage of size 1]

RNN	
Beginning epoch	1	
    	88.605792763437	
Beginning epoch	2	
    	66.391309396095	
Beginning epoch	3	
    	63.357626935308	
Beginning epoch	4	
    	61.26342521722	
Beginning epoch	5	
    	58.885508917813	
Beginning epoch	6	
    	56.602338274151	
Beginning epoch	7	
    	54.590943491603	
Beginning epoch	8	
    	52.872688003102	
Beginning epoch	9	
    	51.433202529725	
Beginning epoch	10	
    	50.244087717576	
Beginning epoch	11	
    	49.25841764027	
Beginning epoch	12	
    	48.424339132388	
Beginning epoch	13	
    	47.701738963618	
Beginning epoch	14	
    	47.061312880139	
Beginning epoch	15	
    	46.481464740083	
Beginning epoch	16	
    	45.946777300619	
Beginning epoch	17	
    	45.446912277465	
Beginning epoch	18	
    	44.976200750389	
Beginning epoch	19	
    	44.531806294877	
Beginning epoch	20	
    	44.112802815641	
Beginning epoch	21	
    	43.718777701974	
Beginning epoch	22	
    	43.349349013851	
Beginning epoch	23	
    	43.00395131352	
Beginning epoch	24	
    	42.682102578973	
Beginning epoch	25	
    	42.383044938543	
Beginning epoch	26	
    	42.105050831766	
Beginning epoch	27	
    	41.84573878905	
Beginning epoch	28	
    	41.602738008371	
Beginning epoch	29	
    	41.373873465766	
Beginning epoch	30	
    	41.157206779879	
Beginning epoch	31	
    	40.951088376233	
Beginning epoch	32	
    	40.754262854204	
Beginning epoch	33	
    	40.565970395193	
Beginning epoch	34	
    	40.38588084194	
Beginning epoch	35	
    	40.213795875525	
Beginning epoch	36	
    	40.049365520567	
Beginning epoch	37	
    	39.892045688819	
Beginning epoch	38	
    	39.741207467383	
Beginning epoch	39	
    	39.596237746736	
Beginning epoch	40	
    	39.456585360236	
Beginning epoch	41	
    	39.32177058991	
Beginning epoch	42	
    	39.191379440535	
Beginning epoch	43	
    	39.065054032659	
Beginning epoch	44	
    	38.942483344485	
Beginning epoch	45	
    	38.823395305785	
Beginning epoch	46	
    	38.707550195988	
Beginning epoch	47	
    	38.594735124689	
Beginning epoch	48	
    	38.484759428496	
Beginning epoch	49	
    	38.377450871903	
Beginning epoch	50	
    	38.272652553711	
Beginning epoch	51	
    	38.170220416751	
Beginning epoch	52	
    	38.070021260706	
Beginning epoch	53	
    	37.971931172537	
Beginning epoch	54	
    	37.875834309453	
Beginning epoch	55	
    	37.781621984609	
Beginning epoch	56	
    	37.689192009435	
Beginning epoch	57	
    	37.598448240388	
Beginning epoch	58	
    	37.509300268662	
Beginning epoch	59	
    	37.421663186812	
Beginning epoch	60	
    	37.335457371279	
Beginning epoch	61	
    	37.250608235091	
Beginning epoch	62	
    	37.167045927819	
Beginning epoch	63	
    	37.084704984828	
Beginning epoch	64	
    	37.003523949265	
Beginning epoch	65	
    	36.923445003579	
Beginning epoch	66	
    	36.844413650287	
Beginning epoch	67	
    	36.766378474881	
Beginning epoch	68	
    	36.6892910098	
Beginning epoch	69	
    	36.61310570134	
Beginning epoch	70	
    	36.537779965122	
Beginning epoch	71	
    	36.463274303219	
Beginning epoch	72	
    	36.389552448987	
Beginning epoch	73	
    	36.316581504125	
Beginning epoch	74	
    	36.244332035878	
Beginning epoch	75	
    	36.172778109153	
Beginning epoch	76	
    	36.10189723728	
Beginning epoch	77	
    	36.03167024478	
Beginning epoch	78	
    	35.962081044897	
Beginning epoch	79	
    	35.893116342743	
Beginning epoch	80	
    	35.82476528131	
Beginning epoch	81	
    	35.757019051693	
Beginning epoch	82	
    	35.689870490493	
Beginning epoch	83	
    	35.623313686578	
Beginning epoch	84	
    	35.55734361634	
Beginning epoch	85	
    	35.491955822081	
Beginning epoch	86	
    	35.427146142653	
Beginning epoch	87	
    	35.362910499998	
Beginning epoch	88	
    	35.299244740253	
Beginning epoch	89	
    	35.236144524267	
Beginning epoch	90	
    	35.173605259814	
Beginning epoch	91	
    	35.111622066607	
Beginning epoch	92	
    	35.05018976518	
Beginning epoch	93	
    	34.98930288154	
Beginning epoch	94	
    	34.928955660918	
Beginning epoch	95	
    	34.869142085576	
Beginning epoch	96	
    	34.809855893349	
Beginning epoch	97	
    	34.751090595045	
Beginning epoch	98	
    	34.692839490086	
Beginning epoch	99	
    	34.635095680683	
Beginning epoch	100	
    	34.577852085394	
Starting predictions	
