[?1034hUsing cuda	
datafile:	/n/home09/ankitgupta/CS287/CS287assignments/finalproject/PRINC_CB513_1.hdf5	classifier:	rnn	b:	128	alpha:	1	sequence_length:	50	embedding_size	100	optimizer:	adagrad	epochs:	200	hidden	100	eta:	0.1	rnn_unit1	lstm	rnn_unit2	lstm	dropout	0.5	
Num classes:	10	
Vocab size:	37	
Start class:	1	
Test size	     1
 83350
[torch.LongStorage of size 2]

Using cuda	
 1183318
       1
[torch.LongStorage of size 2]

  128
 9244
[torch.LongStorage of size 2]

  128
 9244
[torch.LongStorage of size 2]

Converted LSTM to CUDA	
Converted crit to CUDA	
nn.Sequential {
  [input -> (1) -> (2) -> (3) -> (4) -> (5) -> (6) -> (7) -> (8) -> (9) -> output]
  (1): nn.LookupTable
  (2): nn.Transpose
  (3): nn.SplitTable
  (4): nn.BiSequencer @ nn.Sequential {
    [input -> (1) -> (2) -> (3) -> output]
    (1): nn.ConcatTable {
      input
        |`-> (1): nn.Sequencer @ nn.FastLSTM(100 -> 100)
        |`-> (2): nn.Sequential {
        |      [input -> (1) -> (2) -> (3) -> output]
        |      (1): nn.ReverseTable
        |      (2): nn.Sequencer @ nn.FastLSTM(100 -> 100)
        |      (3): nn.ReverseTable
        |    }
         ... -> output
    }
    (2): nn.ZipTable
    (3): nn.Sequencer @ nn.Recursor @ nn.JoinTable
  }
  (5): nn.Sequencer @ nn.Recursor @ nn.Linear(200 -> 100)
  (6): nn.Sequencer @ nn.Recursor @ nn.Tanh
  (7): nn.Sequencer @ nn.Recursor @ nn.Dropout(0.5, busy)
  (8): nn.Sequencer @ nn.Recursor @ nn.Linear(100 -> 10)
  (9): nn.Sequencer @ nn.Recursor @ nn.LogSoftMax
}
Input size	9244	
Max train index	23	
Epoch	1	117.41339278221	
Epoch	2	107.55459070206	
Epoch	3	104.6908043623	
Epoch	4	100.24320375919	
Epoch	5	100.12860929966	
Epoch	6	100.72089290619	
Epoch	7	99.137054681778	
Epoch	8	96.275307893753	
Epoch	9	100.82713294029	
Epoch	10	96.291687846184	
Epoch	11	95.852928757668	
Epoch	12	95.473472476006	
Epoch	13	98.239743590355	
Epoch	14	96.417901277542	
Epoch	15	97.105845332146	
Epoch	16	95.14388012886	
Epoch	17	97.964873552322	
Epoch	18	95.386216640472	
Epoch	19	97.603541493416	
Epoch	20	99.927171587944	
Epoch	21	98.626648426056	
Epoch	22	95.414743065834	
Epoch	23	93.320959687233	
Epoch	24	100.04287612438	
Epoch	25	95.436100006104	
Epoch	26	96.994040966034	
Epoch	27	98.176274180412	
Epoch	28	96.56630218029	
Epoch	29	93.205819129944	
Epoch	30	97.037153244019	
Epoch	31	91.238902449608	
Epoch	32	96.274808287621	
Epoch	33	95.970677852631	
Epoch	34	93.199006438255	
Epoch	35	93.860845446587	
Epoch	36	93.857391834259	
Epoch	37	95.044988155365	
Epoch	38	95.287849783897	
Epoch	39	92.492195606232	
Epoch	40	95.836957573891	
Epoch	41	94.576446175575	
Epoch	42	100.54237699509	
Epoch	43	95.111003279686	
Epoch	44	95.494281888008	
Epoch	45	97.619674921036	
Epoch	46	94.914761424065	
Epoch	47	93.501189112663	
Epoch	48	94.06078350544	
Epoch	49	94.435659170151	
Epoch	50	93.522310733795	
Epoch	51	97.149636030197	
Epoch	52	96.133098483086	
Epoch	53	93.885723590851	
Epoch	54	97.842455148697	
Epoch	55	98.240440607071	
Epoch	56	96.367301940918	
Epoch	57	92.552002906799	
Epoch	58	94.713195919991	
Epoch	59	93.612086772919	
Epoch	60	96.83064186573	
Epoch	61	97.038465738297	
Epoch	62	93.877174854279	
Epoch	63	97.849827885628	
Epoch	64	91.280582785606	
Epoch	65	98.174217104912	
Epoch	66	92.9293217659	
Epoch	67	94.286732792854	
Epoch	68	94.626664161682	
Epoch	69	94.113759994507	
Epoch	70	97.811790704727	
Epoch	71	93.777948498726	
Epoch	72	93.284409046173	
Epoch	73	94.868300557137	
Epoch	74	92.31239771843	
Epoch	75	97.890432953835	
Epoch	76	95.357896208763	
Epoch	77	93.825543165207	
Epoch	78	98.312931060791	
Epoch	79	98.059509158134	
Epoch	80	93.766317486763	
Epoch	81	96.480177879333	
Epoch	82	92.536388397217	
Epoch	83	93.308864712715	
Epoch	84	94.021397590637	
Epoch	85	93.423959612846	
Epoch	86	93.110845804214	
Epoch	87	94.492399573326	
Epoch	88	91.555212020874	
Epoch	89	98.986360192299	
Epoch	90	97.599627256393	
Epoch	91	91.557165145874	
Epoch	92	97.101002335548	
Epoch	93	94.044099211693	
Epoch	94	95.991176247597	
Epoch	95	96.53563439846	
Epoch	96	92.419681310654	
Epoch	97	95.102506160736	
Epoch	98	96.386085867882	
Epoch	99	94.560489416122	
Epoch	100	98.196635007858	
Epoch	101	93.325418829918	
Epoch	102	94.328257203102	
Epoch	103	93.260069131851	
Epoch	104	96.013054847717	
Epoch	105	94.682331681252	
Epoch	106	90.756523728371	
Epoch	107	91.196489572525	
Epoch	108	93.578086614609	
Epoch	109	93.950268507004	
Epoch	110	92.841512680054	
Epoch	111	95.801338553429	
Epoch	112	94.854316353798	
Epoch	113	94.826887726784	
Epoch	114	96.999816775322	
Epoch	115	94.409640669823	
Epoch	116	95.60923242569	
Epoch	117	93.620769023895	
Epoch	118	96.882203102112	
Epoch	119	95.229501008987	
Epoch	120	95.706236600876	
Epoch	121	95.902035593987	
Epoch	122	93.667818546295	
Epoch	123	95.184094190598	
Epoch	124	95.64546585083	
Epoch	125	92.833238601685	
Epoch	126	92.865221738815	
Epoch	127	94.852508187294	
Epoch	128	95.000384092331	
Epoch	129	91.988922953606	
Epoch	130	95.884602189064	
Epoch	131	93.197377562523	
Epoch	132	94.990572214127	
Epoch	133	92.105736851692	
Epoch	134	93.974772572517	
Epoch	135	94.996346831322	
Epoch	136	94.231717586517	
Epoch	137	95.297469615936	
Epoch	138	94.024872660637	
Epoch	139	94.690136432648	
Epoch	140	95.076523303986	
Epoch	141	95.56022143364	
Epoch	142	95.998915791512	
Epoch	143	94.773227095604	
Epoch	144	95.259324908257	
Epoch	145	95.997922539711	
Epoch	146	94.52387547493	
Epoch	147	94.36190700531	
Epoch	148	93.668033838272	
Epoch	149	92.646167516708	
Epoch	150	92.948386669159	
Epoch	151	95.052056312561	
Epoch	152	95.798105239868	
Epoch	153	94.08210337162	
Epoch	154	93.714572072029	
Epoch	155	94.085698485374	
Epoch	156	94.613766312599	
Epoch	157	93.761228680611	
Epoch	158	94.401148915291	
Epoch	159	93.29630279541	
Epoch	160	93.653430938721	
Epoch	161	95.265149712563	
Epoch	162	93.870118975639	
Epoch	163	94.426785349846	
Epoch	164	94.886466145515	
