[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-40000/PTB_5.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	100	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	20	
Imported all data	
Making neural network model 2	
50	5	100	
Set up model	
Got params and grads	
Starting Validation accuracy	0.02063607671765	
L1 norm of params:	1076704.0826969	
Epoch 1 Validation accuracy:	0.91337399854334	
L1 norm of params:	1079582.8681957	
Epoch 2 Validation accuracy:	0.93539087157077	
L1 norm of params:	1079799.7392429	
Epoch 3 Validation accuracy:	0.94199896819616	
L1 norm of params:	1079952.0334005	
Epoch 4 Validation accuracy:	0.94596686088857	
L1 norm of params:	1080090.1425531	
Epoch 5 Validation accuracy:	0.94853878368536	
L1 norm of params:	1080223.2130127	
Epoch 6 Validation accuracy:	0.95032168001942	
L1 norm of params:	1080352.8200692	
Epoch 7 Validation accuracy:	0.95148245933479	
L1 norm of params:	1080480.8022672	
Epoch 8 Validation accuracy:	0.95270393299345	
L1 norm of params:	1080605.5988395	
Epoch 9 Validation accuracy:	0.95370538965768	
L1 norm of params:	1080730.3134039	
Epoch 10 Validation accuracy:	0.95464615197864	
L1 norm of params:	1080853.5277123	
Epoch 11 Validation accuracy:	0.95507859917456	
L1 norm of params:	1080972.4266592	
Epoch 12 Validation accuracy:	0.95538207089099	
L1 norm of params:	1081092.1288639	
Epoch 13 Validation accuracy:	0.95570071619325	
L1 norm of params:	1081210.477273	
Epoch 14 Validation accuracy:	0.95605729546006	
L1 norm of params:	1081325.673764	
Epoch 15 Validation accuracy:	0.95626213886866	
L1 norm of params:	1081441.5485045	
Epoch 16 Validation accuracy:	0.95648215586307	
L1 norm of params:	1081555.9516046	
Epoch 17 Validation accuracy:	0.95665665210002	
L1 norm of params:	1081669.0778714	
Epoch 18 Validation accuracy:	0.95670217285749	
L1 norm of params:	1081781.7130277	
Epoch 19 Validation accuracy:	0.95698288419519	
L1 norm of params:	1081895.5823713	
Epoch 20 Validation accuracy:	0.95669458606458	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-40000/PTB_5.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	100	Embedding size:	50	
0.95669458606458	
