[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-40000/PTB_1.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	100	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	4	
Imported all data	
Making neural network model 2	
50	1	100	
Set up model	
Got params and grads	
Starting Validation accuracy	0.029034656470017	
L1 norm of params:	1076150.5613936	
Epoch 1 Validation accuracy:	0.64381524641903	
L1 norm of params:	2067169.0255851	
Epoch 2 Validation accuracy:	0.64874666181112	
L1 norm of params:	2393327.1770737	
Epoch 3 Validation accuracy:	0.67064973294489	
L1 norm of params:	2647217.1746531	
Epoch 4 Validation accuracy:	0.68509498664724	
L1 norm of params:	2879478.7505205	
Epoch 5 Validation accuracy:	0.65637897547949	
L1 norm of params:	3117980.1011807	
Epoch 6 Validation accuracy:	0.66043032289391	
L1 norm of params:	3341541.4621011	
Epoch 7 Validation accuracy:	0.67426863316339	
L1 norm of params:	3545585.0403529	
Epoch 8 Validation accuracy:	0.67972353726633	
L1 norm of params:	3734627.9282992	
Epoch 9 Validation accuracy:	0.66366229667395	
L1 norm of params:	3909018.545219	
Epoch 10 Validation accuracy:	0.67644604272882	
L1 norm of params:	4072739.7480306	
Epoch 11 Validation accuracy:	0.68342589220685	
L1 norm of params:	4217819.8124225	
Epoch 12 Validation accuracy:	0.67146151978636	
L1 norm of params:	4370866.6282933	
Epoch 13 Validation accuracy:	0.6662721534353	
L1 norm of params:	4529807.8248348	
Epoch 14 Validation accuracy:	0.68773519058024	
L1 norm of params:	4680382.2300988	
Epoch 15 Validation accuracy:	0.6751107671765	
L1 norm of params:	4833967.8768419	
Epoch 16 Validation accuracy:	0.67146151978636	
L1 norm of params:	4993517.4859165	
Epoch 17 Validation accuracy:	0.68091466375334	
L1 norm of params:	5137119.184118	
Epoch 18 Validation accuracy:	0.68305413935421	
L1 norm of params:	5263162.3411084	
Epoch 19 Validation accuracy:	0.68207544306871	
L1 norm of params:	5397317.3474009	
Epoch 20 Validation accuracy:	0.68204509589706	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-40000/PTB_1.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	100	Embedding size:	50	
0.68204509589706	
