[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-40000/PTB_5.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	32	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	25	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	20	
Imported all data	
Making neural network model 2	
50	5	25	
Set up model	
Got params and grads	
Starting Validation accuracy	0.01575018208303	
L1 norm of params:	1075816.1161431	
Epoch 1 Validation accuracy:	0.65334425831512	
L1 norm of params:	1283215.9302565	
Epoch 2 Validation accuracy:	0.67655984462248	
L1 norm of params:	1306764.0683287	
Epoch 3 Validation accuracy:	0.71969834911386	
L1 norm of params:	1358414.6326468	
Epoch 4 Validation accuracy:	0.73846807477543	
L1 norm of params:	1426202.6492764	
Epoch 5 Validation accuracy:	0.7847323379461	
L1 norm of params:	1482768.8521718	
Epoch 6 Validation accuracy:	0.76906561058509	
L1 norm of params:	1517731.8111524	
Epoch 7 Validation accuracy:	0.78479303228939	
L1 norm of params:	1560323.0664781	
Epoch 8 Validation accuracy:	0.78552136440884	
L1 norm of params:	1606631.6389457	
Epoch 9 Validation accuracy:	0.80072529740228	
L1 norm of params:	1669717.2397278	
Epoch 10 Validation accuracy:	0.80660506190823	
L1 norm of params:	1715191.0759605	
Epoch 11 Validation accuracy:	0.8088810997815	
L1 norm of params:	1776332.7855481	
Epoch 12 Validation accuracy:	0.82079995144453	
L1 norm of params:	1806135.9379424	
Epoch 13 Validation accuracy:	0.82199866472445	
L1 norm of params:	1867110.6477536	
Epoch 14 Validation accuracy:	0.80369932022336	
L1 norm of params:	1924156.8209384	
Epoch 15 Validation accuracy:	0.81372147365865	
L1 norm of params:	1961620.595252	
Epoch 16 Validation accuracy:	0.80718924496237	
L1 norm of params:	2009134.6803242	
Epoch 17 Validation accuracy:	0.81209789997572	
L1 norm of params:	2061723.3100381	
Epoch 18 Validation accuracy:	0.81830389657684	
L1 norm of params:	2113886.1739832	
Epoch 19 Validation accuracy:	0.81328902646273	
L1 norm of params:	2174994.3111714	
Epoch 20 Validation accuracy:	0.84488801893664	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-40000/PTB_5.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	32	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	25	Embedding size:	50	
0.84488801893664	
