[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-400000/PTB_1.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	256	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	300	Embedding size:	50	
nclasses:	45	nsparsefeatures:	400002	ndensefeatures:	4	
Imported all data	
Making neural network model 2	
50	1	300	
Set up model	
Got params and grads	
Starting Validation accuracy	0.0022001699441612	
L1 norm of params:	10086321.780263	
Epoch 1 Validation accuracy:	0.87770089827628	
L1 norm of params:	10217828.899595	
Epoch 2 Validation accuracy:	0.87974174556931	
L1 norm of params:	10262411.638156	
Epoch 3 Validation accuracy:	0.89652373148823	
L1 norm of params:	10294945.357609	
Epoch 4 Validation accuracy:	0.89483946346201	
L1 norm of params:	10323014.21282	
Epoch 5 Validation accuracy:	0.89779072590435	
L1 norm of params:	10344444.076607	
Epoch 6 Validation accuracy:	0.88559116290362	
L1 norm of params:	10367193.907557	
Epoch 7 Validation accuracy:	0.88025764748725	
L1 norm of params:	10386493.566266	
Epoch 8 Validation accuracy:	0.88609189123574	
L1 norm of params:	10404526.904107	
Epoch 9 Validation accuracy:	0.88952870842437	
L1 norm of params:	10420151.035371	
Epoch 10 Validation accuracy:	0.8906591405681	
L1 norm of params:	10435149.831035	
Epoch 11 Validation accuracy:	0.8875257950959	
L1 norm of params:	10451616.407988	
