[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-400000/PTB_5.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	100	Embedding size:	50	
nclasses:	45	nsparsefeatures:	400002	ndensefeatures:	20	
Imported all data	
Making neural network model 2	
50	5	100	
Set up model	
Got params and grads	
Starting Validation accuracy	0.011880917698471	
L1 norm of params:	10085718.819604	
Epoch 1 Validation accuracy:	0.9175922554018	
L1 norm of params:	10088610.459586	
Epoch 2 Validation accuracy:	0.93841041514931	
L1 norm of params:	10088815.17024	
Epoch 3 Validation accuracy:	0.94615653071134	
L1 norm of params:	10088969.918713	
Epoch 4 Validation accuracy:	0.95061756494295	
L1 norm of params:	10089093.537516	
Epoch 5 Validation accuracy:	0.95300740470988	
L1 norm of params:	10089219.815751	
Epoch 6 Validation accuracy:	0.95463856518572	
L1 norm of params:	10089339.7374	
Epoch 7 Validation accuracy:	0.95589797280893	
L1 norm of params:	10089453.374334	
Epoch 8 Validation accuracy:	0.95689184268026	
L1 norm of params:	10089563.618827	
Epoch 9 Validation accuracy:	0.95778708424375	
L1 norm of params:	10089670.802529	
Epoch 10 Validation accuracy:	0.9583105729546	
L1 norm of params:	10089779.533821	
Epoch 11 Validation accuracy:	0.95858369749939	
L1 norm of params:	10089886.895142	
Epoch 12 Validation accuracy:	0.95895545035203	
L1 norm of params:	10089991.86455	
Epoch 13 Validation accuracy:	0.9596989560573	
L1 norm of params:	10090099.080319	
Epoch 14 Validation accuracy:	0.95972930322894	
L1 norm of params:	10090200.877038	
Epoch 15 Validation accuracy:	0.96025279193979	
L1 norm of params:	10090302.277621	
Epoch 16 Validation accuracy:	0.96017692401068	
L1 norm of params:	10090406.941349	
Epoch 17 Validation accuracy:	0.96054867686332	
L1 norm of params:	10090510.734446	
Epoch 18 Validation accuracy:	0.96025279193979	
L1 norm of params:	10090611.203921	
Epoch 19 Validation accuracy:	0.96023761835397	
L1 norm of params:	10090713.266749	
Epoch 20 Validation accuracy:	0.96031348628308	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-400000/PTB_5.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	100	Embedding size:	50	
0.96031348628308	
