[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-400000/PTB_3.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	100	Embedding size:	50	
nclasses:	45	nsparsefeatures:	400002	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	100	
Set up model	
Got params and grads	
Starting Validation accuracy	0.025499210973537	
L1 norm of params:	10085489.569565	
Epoch 1 Validation accuracy:	0.56721898519058	
L1 norm of params:	11094080.605536	
Epoch 2 Validation accuracy:	0.56489742655984	
L1 norm of params:	11419050.969702	
Epoch 3 Validation accuracy:	0.57959304442826	
L1 norm of params:	11668338.653995	
Epoch 4 Validation accuracy:	0.58930413935421	
L1 norm of params:	11876207.750568	
Epoch 5 Validation accuracy:	0.58931172614712	
L1 norm of params:	12052672.838722	
Epoch 6 Validation accuracy:	0.58130007283321	
L1 norm of params:	12202284.902129	
Epoch 7 Validation accuracy:	0.58215738043214	
L1 norm of params:	12366212.25346	
Epoch 8 Validation accuracy:	0.57508648943918	
L1 norm of params:	12561487.404406	
Epoch 9 Validation accuracy:	0.59481973780044	
L1 norm of params:	12738560.657678	
Epoch 10 Validation accuracy:	0.58805990531682	
L1 norm of params:	12894971.357733	
Epoch 11 Validation accuracy:	0.6000166909444	
L1 norm of params:	13017467.179107	
Epoch 12 Validation accuracy:	0.58692188638019	
L1 norm of params:	13134843.218522	
Epoch 13 Validation accuracy:	0.59925801165331	
L1 norm of params:	13231819.839365	
Epoch 14 Validation accuracy:	0.59316581694586	
L1 norm of params:	13329797.417348	
Epoch 15 Validation accuracy:	0.60151887594076	
L1 norm of params:	13432608.912565	
Epoch 16 Validation accuracy:	0.60629096868172	
L1 norm of params:	13550289.570722	
Epoch 17 Validation accuracy:	0.61361222384074	
L1 norm of params:	13656918.811204	
Epoch 18 Validation accuracy:	0.61352118232581	
L1 norm of params:	13766767.611408	
Epoch 19 Validation accuracy:	0.62491654527798	
L1 norm of params:	13875859.822526	
Epoch 20 Validation accuracy:	0.61503095411508	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-400000/PTB_3.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	100	Embedding size:	50	
0.61503095411508	
