[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-40000/PTB_1.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	100	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	4	
Imported all data	
Making neural network model 2	
50	1	100	
Set up model	
Got params and grads	
Starting Validation accuracy	0.0066915513474144	
L1 norm of params:	1076146.675643	
Epoch 1 Validation accuracy:	0.90543821315853	
L1 norm of params:	1077631.7434977	
Epoch 2 Validation accuracy:	0.91431476086429	
L1 norm of params:	1077930.6015437	
Epoch 3 Validation accuracy:	0.91823713279922	
L1 norm of params:	1078097.7261657	
Epoch 4 Validation accuracy:	0.91977725176014	
L1 norm of params:	1078216.0812307	
Epoch 5 Validation accuracy:	0.92096079145424	
L1 norm of params:	1078308.8816576	
Epoch 6 Validation accuracy:	0.92126426317067	
L1 norm of params:	1078388.4558957	
Epoch 7 Validation accuracy:	0.92181809905317	
L1 norm of params:	1078456.2784085	
Epoch 8 Validation accuracy:	0.92218226511289	
L1 norm of params:	1078519.7058828	
Epoch 9 Validation accuracy:	0.92231124059238	
L1 norm of params:	1078574.2435756	
Epoch 10 Validation accuracy:	0.92222778587036	
L1 norm of params:	1078625.1655098	
Epoch 11 Validation accuracy:	0.92221261228454	
L1 norm of params:	1078671.4188622	
Epoch 12 Validation accuracy:	0.92200018208303	
L1 norm of params:	1078713.8831088	
Epoch 13 Validation accuracy:	0.92212915756252	
L1 norm of params:	1078753.9322925	
Epoch 14 Validation accuracy:	0.92220502549162	
L1 norm of params:	1078791.9951975	
Epoch 15 Validation accuracy:	0.92244021607186	
L1 norm of params:	1078826.7267303	
Epoch 16 Validation accuracy:	0.92244021607186	
L1 norm of params:	1078859.4321889	
Epoch 17 Validation accuracy:	0.92247815003642	
L1 norm of params:	1078890.6208547	
Epoch 18 Validation accuracy:	0.92237952172857	
L1 norm of params:	1078920.5668228	
Epoch 19 Validation accuracy:	0.92211398397669	
L1 norm of params:	1078949.246132	
Epoch 20 Validation accuracy:	0.92243262927895	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-40000/PTB_1.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	sgd	Hidden Layers:	100	Embedding size:	50	
0.92243262927895	
