[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-400000/PTB_5.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	1	Lambda:	0	Minibatch size:	512	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	100	Embedding size:	50	
nclasses:	45	nsparsefeatures:	400002	ndensefeatures:	20	
Imported all data	
Making neural network model 2	
50	5	100	
Set up model	
Got params and grads	
Starting Validation accuracy	0.012647183782471	
L1 norm of params:	10085722.894793	
Epoch 1 Validation accuracy:	0.52079539936878	
L1 norm of params:	11102907.833972	
Epoch 2 Validation accuracy:	0.50534110220927	
L1 norm of params:	11374517.624766	
Epoch 3 Validation accuracy:	0.51864075018208	
L1 norm of params:	11592250.664499	
Epoch 4 Validation accuracy:	0.52515021849964	
L1 norm of params:	11770553.935412	
Epoch 5 Validation accuracy:	0.52809389414907	
L1 norm of params:	11906459.512006	
Epoch 6 Validation accuracy:	0.53650006069434	
L1 norm of params:	12041536.665668	
Epoch 7 Validation accuracy:	0.54810785384802	
L1 norm of params:	12176194.038336	
Epoch 8 Validation accuracy:	0.5288829206118	
L1 norm of params:	12326808.715848	
Epoch 9 Validation accuracy:	0.54900309541151	
L1 norm of params:	12458285.022362	
Epoch 10 Validation accuracy:	0.55239439184268	
L1 norm of params:	12575773.903507	
Epoch 11 Validation accuracy:	0.52538540907987	
L1 norm of params:	12700696.962753	
Epoch 12 Validation accuracy:	0.52474053168245	
L1 norm of params:	12834193.946051	
Epoch 13 Validation accuracy:	0.53973203447439	
L1 norm of params:	12943930.519148	
Epoch 14 Validation accuracy:	0.56217376790483	
L1 norm of params:	13056342.43292	
Epoch 15 Validation accuracy:	0.55772790725904	
L1 norm of params:	13166813.088451	
Epoch 16 Validation accuracy:	0.55082392571012	
L1 norm of params:	13269448.633903	
Epoch 17 Validation accuracy:	0.55738650157805	
L1 norm of params:	13357008.36705	
