[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-40000/PTB_3.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	128	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	100	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making neural network model 2	
50	3	100	
Set up model	
Got params and grads	
Starting Validation accuracy	0.0063956664238893	
L1 norm of params:	1076468.3550584	
Epoch 1 Validation accuracy:	0.81234826414178	
L1 norm of params:	1351502.9988152	
Epoch 2 Validation accuracy:	0.77337490895849	
L1 norm of params:	1536575.783843	
Epoch 3 Validation accuracy:	0.79025552318524	
L1 norm of params:	1700376.9575511	
Epoch 4 Validation accuracy:	0.80990531682447	
L1 norm of params:	1851023.4068363	
Epoch 5 Validation accuracy:	0.79907137654771	
L1 norm of params:	2020818.1985416	
Epoch 6 Validation accuracy:	0.75548525127458	
L1 norm of params:	2169686.218556	
Epoch 7 Validation accuracy:	0.75155529254673	
L1 norm of params:	2302067.0510362	
Epoch 8 Validation accuracy:	0.80181020878854	
L1 norm of params:	2456702.445691	
Epoch 9 Validation accuracy:	0.79304746297645	
L1 norm of params:	2581079.8453051	
Epoch 10 Validation accuracy:	0.76729788783685	
L1 norm of params:	2725716.7690338	
Epoch 11 Validation accuracy:	0.72963704782714	
L1 norm of params:	2827052.1839871	
Epoch 12 Validation accuracy:	0.77737314882253	
L1 norm of params:	2959304.9592383	
Epoch 13 Validation accuracy:	0.78210730759893	
L1 norm of params:	3095429.8520083	
Epoch 14 Validation accuracy:	0.78226663025006	
L1 norm of params:	3260589.1038278	
Epoch 15 Validation accuracy:	0.79056658169459	
L1 norm of params:	3387421.568006	
Epoch 16 Validation accuracy:	0.77344319009468	
L1 norm of params:	3458754.9788233	
Epoch 17 Validation accuracy:	0.79932932750668	
L1 norm of params:	3580480.196421	
Epoch 18 Validation accuracy:	0.79253156105851	
L1 norm of params:	3740652.7881788	
Epoch 19 Validation accuracy:	0.79376062151008	
L1 norm of params:	3909157.5680268	
Epoch 20 Validation accuracy:	0.77962642631707	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/2014-vocab-40000/PTB_3.hdf5	Classifier:	nnpre	Alpha:	0	Eta:	0.1	Lambda:	0	Minibatch size:	128	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	100	Embedding size:	50	
0.77962642631707	
